id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality
5165,9.3,0.59,0.09,1.6,0.085,38,76,0.9991,3.39,0.57,10.3,red,4
5166,4.8,0.59,0.22,13.8,0.012,1,51,0.9949,3.04,0.81,10.4,red,6
5167,6.1,0.26,0.42,2.0,0.086,7,115,0.9942,3.18,0.61,10.1,white,7
5168,7.4,0.27,0.45,0.6,0.077,44,235,0.9906,3.07,0.59,9.9,white,5
5169,6.8,0.33,0.3,6.2,0.025,25,226,0.987,3.19,0.53,9.0,white,3
5170,6.7,0.33,0.25,8.0,0.067,2,188,0.9927,3.1,0.5,10.7,white,5
5171,6.3,0.35,0.16,12.3,0.012,44,206,0.9949,3.58,0.46,12.9,white,6
5172,6.5,0.36,0.25,11.1,0.02,15,123,0.9922,3.25,0.55,12.3,white,7
5173,7.5,0.18,0.31,11.6,0.025,8,168,0.9955,3.11,0.44,10.6,white,5
5174,7.3,0.35,0.37,0.6,0.009,21,173,0.9955,3.18,0.43,11.3,white,5
5175,6.4,0.08,0.55,5.9,0.08,37,143,0.9958,2.77,0.47,11.9,white,8
5176,7.2,0.38,0.39,2.1,0.038,21,163,0.999,3.14,0.49,11.0,white,6
5178,5.5,0.34,0.5,2.6,0.11,23,178,0.9916,3.07,0.59,11.8,white,6
5181,11.0,0.51,0.36,1.5,0.021,12,52,0.994,3.3,0.8,10.8,red,6
5183,5.8,0.08,0.29,9.5,0.081,27,108,0.9979,3.15,0.54,10.9,white,7
5184,6.5,0.17,0.38,5.3,0.009,48,134,0.9908,3.56,0.51,9.7,white,5
5185,6.8,0.3,0.23,9.5,0.126,44,201,0.99,3.22,0.54,9.7,white,5
5187,6.2,0.34,0.2,4.6,0.04,33,35,0.995,3.19,0.51,12.1,white,7
5188,7.4,0.3,0.41,5.4,0.079,35,103,0.9927,3.13,0.42,11.5,white,5
5190,6.7,0.27,0.17,0.6,0.041,20,87,0.9953,3.23,0.47,10.7,white,5
5191,6.8,0.18,0.27,8.2,0.012,31,220,0.9965,2.92,0.45,11.5,white,3
5192,7.4,0.29,0.16,0.9,0.009,55,179,0.9973,3.22,0.51,12.7,white,6
5193,7.0,0.54,0.28,4.9,0.009,40,99,0.9884,3.05,0.61,11.3,white,6
5194,5.7,0.3,0.41,5.1,0.097,28,169,0.9903,3.28,0.25,9.8,white,5
5196,7.7,0.3,0.29,2.5,0.009,6,141,0.9876,3.18,0.64,9.9,white,6
5197,6.8,0.29,0.33,2.9,0.009,14,203,0.9942,3.17,0.54,10.8,white,4
5198,6.7,0.54,0.09,0.9,0.072,44,131,0.9987,3.43,0.86,10.8,red,5
5199,8.4,0.4,0.37,3.4,0.024,24,173,0.9993,3.39,0.4,10.2,white,5
5200,10.2,0.33,0.05,1.1,0.183,2,48,0.9989,3.29,0.71,12.2,red,7
5201,8.2,0.48,0.09,1.0,0.105,16,53,0.9938,3.42,0.79,10.5,red,6
5202,7.8,0.2,0.35,2.8,0.024,36,151,0.9924,3.19,0.69,10.0,white,6
5203,6.2,0.08,0.15,7.6,0.024,29,85,0.9949,3.19,0.31,11.8,white,7
5204,7.0,0.2,0.38,2.9,0.069,55,105,0.9936,3.25,0.66,10.0,white,7
5205,7.0,0.22,0.13,15.3,0.044,36,100,0.9962,3.06,0.78,10.2,white,6
5206,5.5,0.29,0.29,5.8,0.122,53,106,0.9914,3.24,0.4,10.2,white,5
5208,7.9,0.28,0.32,3.4,0.009,44,46,0.9977,3.03,0.52,10.6,white,6
5209,8.1,0.49,0.23,1.5,0.172,13,59,0.9952,3.07,0.61,11.7,red,6
5210,12.3,0.74,0.13,3.7,0.055,7,76,0.9995,3.45,0.33,10.2,red,3
5211,7.3,0.23,0.29,21.6,0.035,28,157,0.9966,3.15,0.47,10.5,white,7
5212,7.0,0.31,0.22,13.2,0.043,27,256,0.9957,3.3,0.5,10.6,white,4
5213,10.0,0.24,0.21,10.9,0.012,6,39,0.9952,3.3,0.56,10.8,red,6
5214,7.9,0.14,0.31,3.3,0.034,54,161,1.0002,3.36,0.44,9.8,white,7
5215,6.6,0.34,0.3,3.9,0.095,23,191,0.9917,3.08,0.58,10.2,white,5
5216,7.3,0.27,0.34,3.7,0.066,20,159,0.9934,3.4,0.38,10.5,white,5
5217,9.0,0.39,0.5,1.0,0.009,51,55,0.9892,3.19,0.32,10.9,white,6
5218,9.7,0.43,0.19,3.1,0.089,72,38,0.9972,3.29,0.46,8.5,red,4
5219,8.3,0.12,0.36,3.6,0.059,20,177,0.9957,3.31,0.52,10.9,white,6
5220,7.2,0.25,0.36,3.7,0.031,12,183,0.9957,3.22,0.63,9.1,white,6
5221,8.7,0.27,0.28,0.6,0.018,60,112,1.002,3.12,0.39,12.9,white,6
5223,6.5,0.19,0.36,8.9,0.057,25,170,0.9921,3.18,0.34,10.4,white,5
5224,6.4,0.27,0.54,0.6,0.06,46,150,0.989,3.07,0.66,9.6,white,6
5230,6.0,0.37,0.34,6.3,0.079,41,154,0.9918,2.97,0.6,12.1,white,6
5231,6.9,0.15,0.29,0.8,0.066,8,176,0.9973,3.19,0.64,10.4,white,6
5232,7.1,0.24,0.2,2.7,0.013,25,173,0.9939,3.37,0.47,10.4,white,5
5233,10.1,0.46,0.21,1.1,0.116,3,82,0.997,3.24,0.75,9.3,red,6
5234,5.8,0.29,0.15,1.5,0.063,17,145,0.9988,3.08,0.46,9.3,white,4
5235,5.5,0.19,0.4,1.3,0.06,30,133,0.9962,3.27,0.46,9.9,white,6
5236,6.9,0.3,0.54,1.0,0.009,39,104,1.0002,3.42,0.59,10.9,white,7
5237,7.7,0.74,0.09,1.0,0.134,15,6,0.9963,3.39,0.52,12.0,red,6
5238,5.3,0.21,0.29,2.1,0.035,31,100,0.9879,3.56,0.6,10.5,white,6
5239,7.2,0.4,0.17,10.6,0.064,48,209,0.9947,3.17,0.35,10.8,white,3
5240,8.1,0.18,0.0,5.3,0.013,35,120,0.993,2.96,0.36,9.0,white,5
5241,7.9,0.3,0.29,19.8,0.081,38,88,0.9963,3.29,0.41,9.8,white,6
5242,6.7,0.28,0.49,3.7,0.009,63,128,0.9925,3.25,0.46,9.2,white,6
5244,7.3,0.12,0.37,3.8,0.202,21,55,0.9872,3.04,0.56,10.4,white,7
5245,6.0,0.19,0.21,0.6,0.07,16,180,0.99,3.19,0.51,9.8,white,6
5246,5.8,0.28,0.37,1.6,0.166,22,87,0.9944,3.23,0.56,9.8,white,7
5248,7.0,0.31,0.16,16.5,0.057,60,180,0.9933,3.18,0.51,12.0,white,6
5249,7.0,0.14,0.44,1.5,0.009,68,95,0.9965,3.21,0.48,14.2,white,8
5250,7.2,0.22,0.65,1.4,0.12,13,61,0.9972,3.39,0.52,9.1,red,5
5251,6.9,0.46,0.32,5.1,0.009,62,158,0.9964,3.3,0.46,8.0,white,4
5252,7.3,0.18,0.3,19.3,0.009,17,180,0.9909,3.3,0.57,10.1,white,6
5253,4.9,0.52,0.28,0.9,0.03,28,44,1.001,3.16,0.58,10.2,red,6
5255,6.5,0.43,0.33,5.9,0.045,34,180,0.9925,3.25,0.51,10.5,white,4
5256,8.0,0.25,0.37,8.2,0.011,39,79,0.9977,3.32,0.64,10.9,white,7
5257,6.7,0.35,0.13,1.5,0.125,53,156,0.9898,3.21,0.36,9.4,white,3
5258,7.8,0.24,0.15,2.6,0.125,19,80,0.996,3.09,0.55,9.5,white,5
5260,5.7,0.1,0.28,1.2,0.009,27,108,0.992,3.24,0.39,9.6,white,6
5261,6.0,0.67,0.0,4.5,0.093,10,34,0.9987,3.13,0.52,9.0,red,4
5262,8.9,0.24,0.25,6.4,0.012,20,26,0.9982,3.29,0.66,10.6,red,6
5263,6.9,0.32,0.16,3.0,0.026,55,127,0.9981,3.12,0.52,9.0,white,5
5264,6.3,0.26,0.44,13.2,0.06,70,72,0.995,3.3,0.26,11.9,white,7
5265,8.4,0.38,0.95,6.0,0.08,1,40,0.9979,3.1,0.64,11.2,red,7
5267,6.1,0.29,0.38,9.3,0.009,48,164,0.997,2.91,0.39,9.1,white,3
5268,6.0,0.23,0.52,0.8,0.025,38,158,0.9978,3.14,0.51,10.0,white,6
5269,5.6,0.28,0.41,0.6,0.028,56,150,0.9912,3.24,0.51,11.4,white,6
5270,7.0,0.39,0.51,1.0,0.047,51,119,0.9953,3.08,0.27,10.6,white,4
5271,7.2,0.09,0.38,11.8,0.031,20,139,0.9956,3.22,0.44,10.6,white,6
5273,6.8,0.23,0.26,6.5,0.094,68,154,0.9997,3.0,0.46,10.1,white,5
5274,6.7,0.3,0.5,6.8,0.029,34,91,0.9944,3.0,0.68,11.8,white,8
5275,9.6,0.48,0.19,3.5,0.103,17,6,0.9997,3.36,0.55,11.8,red,6
5276,6.0,0.3,0.34,25.1,0.192,12,145,0.989,2.93,0.58,8.4,white,4
5277,6.4,0.08,0.33,0.6,0.028,21,154,0.9984,3.33,0.46,9.4,white,6
5278,8.1,0.23,0.44,5.6,0.016,25,110,0.9896,3.36,0.55,9.1,white,7
5279,7.1,0.45,0.06,0.9,0.056,24,58,0.9982,3.4,0.52,10.8,red,6
5280,8.0,0.22,0.39,3.6,0.055,32,116,0.9969,3.2,0.53,10.0,white,7
5281,7.0,0.24,0.41,37.0,0.009,43,183,0.9946,3.6,0.78,10.3,white,6
5282,6.3,0.16,0.26,0.6,0.009,51,213,0.9966,3.01,0.57,9.1,white,5
5283,8.0,0.33,0.34,0.7,0.03,63,161,0.9973,3.13,0.55,8.9,white,4
5284,5.9,0.46,0.43,8.4,0.009,48,90,0.9905,2.99,0.68,10.7,white,6
5285,6.2,0.19,0.54,1.2,0.084,17,173,0.9908,3.24,0.44,10.2,white,5
5286,7.3,0.36,0.3,2.6,0.009,76,164,0.9952,3.31,0.38,8.8,white,3
5287,6.5,0.2,0.42,0.9,0.01,28,235,0.9961,3.27,0.48,8.8,white,5
5288,6.4,0.23,0.34,4.5,0.044,27,108,0.994,3.18,0.53,10.3,white,6
5289,7.0,0.33,0.56,6.5,0.053,36,141,0.9902,3.39,0.53,11.3,white,7
5290,5.4,0.37,0.3,4.1,0.039,51,185,0.9963,3.0,0.52,10.9,white,5
5291,7.3,0.32,0.3,5.4,0.049,10,103,0.9912,3.14,0.56,10.0,white,5
5293,6.2,0.25,0.25,0.8,0.022,50,112,0.9935,3.27,0.6,11.5,white,6
5295,8.2,0.32,0.3,14.7,0.009,29,251,0.9903,3.3,0.52,10.7,white,5
5296,7.9,0.15,0.42,5.3,0.021,47,111,0.9949,3.33,0.58,10.7,white,7
5297,6.9,0.4,0.31,1.7,0.01,13,219,0.9938,3.18,0.59,9.6,white,4
5298,7.4,0.22,0.28,1.5,0.036,24,135,0.9913,3.23,0.59,9.2,white,6
5299,7.2,0.48,0.22,3.0,0.114,41,42,0.9972,3.28,0.47,10.6,white,4
5300,8.0,0.3,0.3,18.3,0.089,50,131,0.9876,2.8,0.59,10.4,white,6
5301,7.5,0.28,0.39,2.6,0.044,60,145,0.9968,3.16,0.48,10.4,white,6
5302,8.6,0.7,0.69,4.0,0.091,13,66,0.9947,3.41,0.65,10.1,red,4
5303,7.2,0.16,0.14,3.2,0.009,37,70,0.9935,3.1,0.65,8.7,white,5
5304,7.6,0.19,0.4,2.1,0.073,65,109,0.9989,3.2,0.4,11.1,white,6
5305,6.8,0.43,0.32,8.9,0.012,21,34,0.9983,3.51,0.59,10.7,red,6
5306,6.4,0.33,0.62,1.6,0.045,39,188,0.992,3.11,0.58,9.6,white,5
5307,6.1,0.27,0.2,0.8,0.009,26,143,0.9942,3.03,0.33,10.1,white,5
5308,6.4,0.35,0.29,10.5,0.119,18,106,0.9927,3.43,0.61,10.5,white,5
5309,7.4,0.17,0.2,8.7,0.078,66,168,0.9914,3.19,0.62,11.9,white,6
5310,9.3,0.87,0.94,1.0,0.106,19,68,0.9976,3.44,0.67,10.9,red,5
5311,7.9,0.45,0.07,0.9,0.125,17,6,0.9957,3.33,0.71,9.4,red,5
5312,5.1,0.32,0.22,0.6,0.043,38,119,0.9949,3.31,0.41,8.0,white,4
5313,6.6,0.24,0.37,11.4,0.025,20,68,0.9922,3.03,0.56,12.9,white,8
5314,7.1,0.45,0.23,15.0,0.04,47,100,0.9898,2.99,0.54,11.4,white,5
5316,7.2,0.19,0.52,19.2,0.042,15,181,0.9935,2.72,0.53,10.3,white,6
5318,5.4,0.35,0.15,7.5,0.052,63,141,0.9939,3.16,0.67,12.3,white,7
5319,8.2,0.27,0.12,17.3,0.147,47,108,0.9965,3.03,0.49,11.5,white,6
5321,8.4,0.51,0.02,6.1,0.207,9,71,0.9939,3.61,0.74,10.2,red,5
5322,4.6,0.35,0.17,14.2,0.048,28,136,0.9881,3.19,0.52,9.2,white,4
5323,7.5,0.41,0.34,1.8,0.091,50,97,0.9942,3.07,0.64,9.6,white,5
5324,6.9,0.26,0.24,1.9,0.02,50,160,0.9933,3.15,0.53,9.1,white,6
5325,7.2,0.28,0.47,0.6,0.092,19,133,0.9946,3.19,0.39,10.8,white,6
5327,8.7,0.32,0.42,14.0,0.022,14,123,0.9929,3.15,0.56,9.4,white,5
5328,8.1,0.15,0.38,1.6,0.171,8,84,0.9977,3.19,0.45,10.9,white,7
5329,7.2,0.36,0.32,4.5,0.042,43,130,0.9949,3.3,0.7,10.0,white,6
5330,7.2,0.35,0.43,0.6,0.02,23,108,0.9873,3.42,0.64,11.5,white,6
5332,6.8,0.34,0.23,5.7,0.009,44,235,0.9925,3.24,0.43,10.1,white,5
5333,6.8,0.35,0.34,25.8,0.081,37,84,0.9966,3.2,0.62,10.6,white,6
5334,10.7,0.66,0.34,1.6,0.121,4,37,0.9958,3.25,0.48,12.0,red,5
5335,8.6,0.27,0.27,17.4,0.052,60,89,0.9958,3.02,0.61,11.2,white,6
5336,7.0,0.14,0.21,21.3,0.078,23,130,0.9941,3.34,0.54,10.3,white,6
5337,6.6,0.72,0.56,3.2,0.029,1,43,0.9964,3.31,0.71,10.3,red,6
5340,7.9,0.31,0.34,12.1,0.068,13,121,0.9924,3.32,0.33,13.1,white,6
5341,6.1,0.51,0.44,2.5,0.032,8,84,0.9948,2.97,0.53,10.2,white,5
5344,5.2,0.31,0.34,2.0,0.062,54,219,0.9988,3.35,0.5,11.7,white,4
5345,8.3,0.75,0.22,0.9,0.134,43,6,1.0016,3.2,0.6,11.7,red,6
5348,6.9,0.17,0.26,12.4,0.019,46,235,0.9988,3.12,0.48,9.2,white,5
5349,5.6,0.15,0.35,10.6,0.009,30,152,0.9922,3.26,0.67,12.3,white,8
5351,8.1,0.58,0.02,0.9,0.167,2,80,0.9965,3.53,0.78,11.3,red,6
5353,8.7,0.64,0.01,1.6,0.135,31,28,0.9928,3.39,0.67,10.9,red,5
5354,10.1,0.36,0.02,2.9,0.071,1,30,0.9982,3.19,0.72,9.4,red,6
5355,6.5,0.35,0.36,9.2,0.017,20,164,0.993,3.24,0.6,10.6,white,6
5357,5.9,0.28,0.55,11.9,0.016,56,144,0.9958,3.5,0.42,12.5,white,7
5358,6.6,0.24,0.13,8.7,0.053,37,105,0.9902,3.21,0.65,8.8,white,5
5359,7.4,0.34,0.57,0.8,0.129,36,175,0.9933,3.02,0.55,9.7,white,5
5360,7.4,0.24,0.35,3.9,0.009,39,106,0.9954,3.14,0.5,12.1,white,7
5361,6.8,0.34,0.16,5.3,0.032,72,178,0.9956,2.96,0.7,12.7,white,6
5363,6.1,0.26,0.83,0.9,0.075,4,6,0.9951,3.35,0.81,10.3,red,8
5364,6.9,0.25,0.17,9.1,0.009,39,148,0.9942,3.18,0.54,10.5,white,6
5365,6.8,0.14,0.31,8.0,0.04,60,163,0.9954,3.05,0.53,12.0,white,5
5366,7.6,0.29,0.03,2.1,0.012,5,45,0.9937,3.44,0.48,9.8,red,5
5368,6.2,0.3,0.48,1.1,0.065,33,145,0.988,3.24,0.46,9.2,white,4
5369,5.2,0.08,0.38,0.6,0.015,2,172,0.9957,3.27,0.46,9.9,white,6
5371,6.8,0.42,0.26,12.1,0.074,44,99,0.9956,3.17,0.42,10.5,white,5
5372,5.4,0.31,0.52,9.4,0.057,43,156,0.9952,3.13,0.62,12.3,white,6
5373,8.1,0.32,0.3,6.3,0.034,36,154,0.9929,3.06,0.56,11.2,white,5
5374,7.9,0.33,0.28,24.1,0.015,31,180,0.9887,3.38,0.61,9.9,white,4
5375,6.5,0.44,0.44,13.0,0.065,21,47,0.9919,3.04,0.48,11.4,white,6
5376,6.4,0.2,0.14,0.6,0.018,42,141,0.9918,3.12,0.53,10.8,white,6
5377,7.1,0.2,0.29,19.4,0.051,10,90,0.9925,3.15,0.65,10.8,white,7
5378,5.6,0.33,0.42,7.8,0.04,42,109,0.9983,3.17,0.7,10.1,white,6
5379,7.7,0.31,0.43,0.8,0.057,37,111,0.9984,3.2,0.57,11.6,white,7
5380,6.7,0.36,0.28,5.5,0.075,2,153,0.9944,3.25,0.48,11.3,white,7
5381,6.5,0.24,0.38,2.1,0.027,29,120,0.9943,3.26,0.42,8.0,white,5
5382,6.3,0.24,0.26,6.2,0.053,38,115,0.9932,3.22,0.66,10.5,white,6
5385,7.9,0.9,0.46,0.9,0.128,18,66,0.996,3.48,0.65,11.9,red,6
5386,7.1,0.28,0.32,6.4,0.034,23,102,0.9881,3.23,0.25,9.7,white,4
5387,10.2,0.55,0.06,0.9,0.033,35,6,0.9993,3.19,0.61,12.2,red,6
5388,6.4,0.37,0.1,3.6,0.019,28,104,0.999,3.21,0.31,10.7,white,3
5389,7.1,0.36,0.31,2.1,0.093,14,109,0.9973,3.03,0.47,11.0,white,5
5390,8.4,0.64,0.05,1.7,0.061,29,91,0.9964,3.47,0.81,9.4,red,4
5392,10.5,0.57,0.39,0.9,0.06,8,74,0.9966,3.32,0.49,10.8,red,6
5393,8.9,0.64,0.15,4.1,0.147,6,70,0.997,3.32,0.68,10.7,red,5
5395,8.5,1.01,0.13,0.9,0.137,26,29,0.9994,3.13,0.49,9.7,red,3
5396,5.6,0.28,0.32,5.5,0.086,58,104,0.9945,3.15,0.69,12.3,white,7
5398,6.7,0.3,0.09,1.6,0.033,69,70,0.9943,3.41,0.47,12.6,white,5
5399,6.7,0.27,0.37,3.0,0.058,35,213,0.9969,3.33,0.31,10.6,white,5
5400,8.7,0.27,0.33,11.0,0.064,41,163,0.9945,3.09,0.53,9.3,white,5
5401,7.5,0.25,0.38,2.5,0.051,19,130,0.9995,3.09,0.32,11.3,white,5
5402,5.9,0.4,0.38,7.9,0.044,33,124,0.9896,3.27,0.5,10.5,white,6
5404,6.8,0.3,0.32,8.4,0.014,54,120,0.9946,2.95,0.65,9.5,white,5
5405,6.0,0.28,0.43,1.2,0.161,15,80,0.9929,3.13,0.69,10.5,white,6
5406,5.5,0.33,0.23,7.9,0.099,36,82,0.9938,3.14,0.39,8.4,white,3
5407,6.2,0.2,0.55,2.8,0.025,56,143,0.9906,3.06,0.68,8.6,white,6
5408,8.7,0.38,0.17,5.8,0.139,21,55,0.9959,3.24,0.64,9.3,red,5
5409,6.5,0.25,0.53,2.1,0.009,42,126,0.9946,3.23,0.43,9.6,white,5
5411,7.9,0.45,0.39,1.5,0.075,18,12,0.9976,3.09,0.33,11.6,red,5
5412,5.8,0.32,0.38,14.0,0.014,54,150,0.9908,3.11,0.4,9.9,white,4
5413,6.1,0.21,0.66,1.8,0.072,37,252,0.9969,3.16,0.39,11.1,white,5
5415,6.7,0.42,0.13,7.6,0.026,19,130,0.998,3.07,0.55,9.6,white,4
5416,6.8,0.21,0.41,0.6,0.036,39,111,0.9961,2.98,0.43,10.1,white,4
5417,6.2,0.26,0.43,1.2,0.028,13,128,0.9923,3.05,0.62,12.2,white,7
5418,7.3,0.65,0.26,0.9,0.023,26,66,0.9947,3.08,0.83,11.6,red,7
5419,7.1,0.11,0.28,3.3,0.066,35,97,0.9925,2.91,0.4,10.8,white,7
5420,7.5,0.23,0.14,4.6,0.009,17,153,0.9894,3.08,0.51,9.9,white,5
5421,8.2,0.17,0.23,14.4,0.254,36,159,0.9954,3.39,0.44,9.5,white,5
5422,7.6,0.38,0.38,11.6,0.021,49,225,0.9938,2.82,0.37,11.0,white,4
5423,6.4,0.61,0.33,3.1,0.102,24,94,0.9977,3.26,0.64,10.5,red,6
5424,7.5,0.37,0.3,0.6,0.009,31,133,0.9929,3.24,0.61,9.6,white,4
5426,5.1,0.33,0.23,0.8,0.064,6,273,0.994,3.27,0.45,9.8,white,4
5428,8.4,0.29,0.4,2.9,0.053,37,105,0.9994,3.33,0.43,9.5,white,5
5429,7.4,0.24,0.36,4.5,0.009,36,98,0.9903,3.1,0.49,10.1,white,5
5430,8.3,0.66,0.21,1.3,0.102,12,74,0.9963,3.16,0.83,9.5,red,6
5431,6.1,0.23,0.27,2.7,0.017,41,112,0.9938,3.06,0.38,9.6,white,5
5432,5.9,0.95,0.82,0.9,0.162,41,59,0.999,3.58,0.9,9.7,red,6
5433,6.7,0.33,0.14,10.0,0.011,60,191,1.0007,3.11,0.52,9.4,white,4
5434,7.7,0.15,0.24,19.6,0.009,38,132,0.9925,3.2,0.54,10.9,white,7
5435,6.6,0.26,0.31,3.6,0.049,31,135,0.992,3.24,0.57,9.0,white,4
5436,7.5,0.16,0.16,1.9,0.015,33,85,0.992,3.16,0.49,10.6,white,7
5437,6.6,0.33,0.42,1.8,0.041,59,156,0.9966,3.06,0.56,10.5,white,6
5438,6.0,0.34,0.26,1.3,0.172,25,101,0.9903,3.39,0.35,8.8,white,5
5439,5.4,0.24,0.36,0.8,0.018,22,152,0.9927,3.37,0.47,11.7,white,6
5441,6.4,0.44,0.46,2.4,0.009,25,224,1.0,3.13,0.48,9.5,white,4
5443,7.0,0.52,0.35,4.9,0.014,18,71,0.9961,3.21,0.33,12.2,red,6
5444,6.1,0.34,0.39,6.0,0.018,55,122,0.9943,3.13,0.24,10.6,white,5
5445,8.3,0.35,0.51,2.9,0.117,2,125,0.9943,3.15,0.32,9.6,white,6
5446,7.1,0.36,0.49,9.8,0.082,8,151,0.9931,3.17,0.4,10.8,white,4
5448,5.7,0.42,0.39,0.6,0.009,57,90,0.9969,3.22,0.53,8.3,white,5
5449,7.0,0.15,0.38,6.2,0.084,32,82,0.9926,3.08,0.72,8.5,white,5
5450,8.7,0.69,0.06,6.0,0.108,32,68,0.9977,3.42,0.71,9.8,red,5
5451,6.1,0.2,0.44,3.3,0.021,46,132,0.9971,2.95,0.59,12.4,white,7
5452,6.6,0.19,0.06,5.7,0.009,32,193,0.9954,3.24,0.54,10.5,white,5
5453,6.9,0.2,0.47,39.1,0.084,54,170,0.9972,3.19,0.64,9.5,white,6
5454,6.6,0.21,0.22,1.3,0.101,17,138,0.9942,3.07,0.46,11.5,white,5
5455,5.9,0.19,0.36,19.0,0.033,15,100,0.9933,3.16,0.59,10.9,white,7
5456,6.6,0.18,0.63,6.1,0.009,15,127,0.9978,3.06,0.49,10.5,white,7
5458,6.3,0.19,0.48,8.0,0.054,42,119,0.9944,3.12,0.41,12.3,white,8
5460,8.5,0.44,0.05,0.9,0.111,11,6,0.9979,3.01,0.48,12.3,red,7
5461,5.2,0.34,0.32,14.1,0.023,7,137,0.9925,3.38,0.41,9.8,white,5
5465,5.6,0.08,0.55,2.6,0.038,14,165,0.9985,3.27,0.53,9.5,white,6
5467,6.7,0.57,0.48,3.8,0.119,1,88,0.997,3.47,0.53,9.5,red,3
5468,6.1,0.36,0.38,0.8,0.101,48,66,0.9925,3.06,0.47,11.3,white,6
5469,8.0,0.19,0.26,7.7,0.058,22,241,0.9949,3.45,0.45,9.8,white,4
5470,7.4,0.15,0.47,4.7,0.018,14,113,0.9921,3.1,0.49,10.5,white,7
5471,7.6,0.63,0.5,0.9,0.19,2,85,0.9974,3.2,0.6,11.2,red,5
5472,7.3,0.39,0.36,16.5,0.009,14,174,0.9969,3.32,0.51,8.7,white,4
5473,5.2,0.35,0.34,1.1,0.009,41,151,0.994,2.97,0.53,11.4,white,6
5474,7.0,0.35,0.15,1.5,0.037,41,118,0.9905,3.33,0.39,10.4,white,3
5475,7.9,0.37,0.32,5.0,0.12,43,67,0.9922,3.22,0.33,10.3,white,5
5476,4.9,0.44,0.45,3.4,0.033,15,142,0.9915,3.31,0.38,9.4,white,5
5478,7.2,0.15,0.53,7.5,0.069,36,175,0.9941,3.05,0.63,10.2,white,7
5479,5.0,0.45,0.16,7.0,0.036,17,148,0.9986,3.22,0.58,9.7,white,4
5480,7.7,0.26,0.27,3.2,0.009,31,108,0.9936,3.09,0.5,8.7,white,3
5481,6.3,0.28,0.21,1.2,0.052,33,191,0.9945,2.82,0.47,11.3,white,5
5482,6.2,0.46,0.51,18.1,0.035,43,116,0.9988,3.29,0.63,11.2,white,5
5483,5.1,0.31,0.49,0.6,0.121,11,112,0.9931,2.89,0.58,9.8,white,7
5485,9.6,0.61,0.14,2.8,0.072,27,6,0.9978,3.32,0.85,10.7,red,7
5486,7.5,0.28,0.45,0.6,0.009,48,212,0.9913,3.33,0.47,10.4,white,6
5487,10.7,0.6,0.09,4.8,0.012,24,29,0.9986,3.21,0.64,11.2,red,6
5488,7.9,0.3,0.32,5.3,0.009,71,224,0.9904,3.28,0.35,8.8,white,5
5490,6.5,0.29,0.45,1.2,0.089,29,187,0.995,3.12,0.47,10.6,white,3
5493,7.5,0.41,0.21,10.6,0.009,40,43,0.9928,3.13,0.46,8.0,white,5
5495,7.8,0.82,0.2,7.7,0.014,44,16,0.9967,3.43,0.64,11.5,red,5
5496,11.0,0.41,0.32,3.4,0.067,8,88,0.994,3.14,0.59,10.0,red,6
5497,8.1,0.38,0.42,7.1,0.017,10,160,0.9994,3.41,0.31,10.0,white,5
5498,9.6,0.12,0.14,0.9,0.128,1,59,0.9931,3.27,0.8,12.1,red,8
5499,7.9,0.44,0.22,0.9,0.075,7,62,0.998,3.27,0.53,10.8,red,7
5501,8.7,0.49,0.34,3.0,0.108,2,10,0.9945,3.34,0.35,9.9,red,5
5502,8.0,0.18,0.29,4.5,0.028,37,111,0.9941,3.07,0.58,12.6,white,6
5503,7.0,0.21,0.01,3.5,0.017,29,112,0.9977,3.16,0.51,10.4,white,5
5504,5.3,0.63,0.54,0.9,0.126,19,91,0.9947,3.33,0.75,9.8,red,5
5505,7.0,0.22,0.34,0.7,0.012,24,89,0.9986,3.09,0.43,10.8,white,4
5506,9.2,0.19,0.21,1.5,0.112,1,100,0.9978,3.49,0.77,8.4,red,6
5507,6.2,0.34,0.28,2.1,0.105,64,154,0.9922,2.87,0.51,9.5,white,5
5511,6.3,0.4,0.06,2.8,0.009,29,184,0.9976,3.0,0.88,10.1,white,4
5512,6.6,0.2,0.35,0.6,0.126,32,201,0.9918,2.95,0.36,10.3,white,4
5514,7.8,0.24,0.45,2.8,0.015,32,60,0.9945,3.42,0.55,11.1,white,8
5515,6.3,0.12,0.31,2.6,0.009,25,30,1.0004,3.17,0.42,10.5,white,7
5516,7.3,0.31,0.14,6.8,0.009,56,89,0.9991,3.04,0.52,11.3,white,6
5517,6.1,0.29,0.4,1.4,0.009,19,81,0.9948,3.36,0.51,10.4,white,6
5518,7.4,0.13,0.39,4.9,0.019,39,107,0.995,2.93,0.57,10.8,white,6
5519,7.8,0.25,0.49,3.0,0.009,60,144,0.9946,3.39,0.31,11.8,white,7
5520,10.7,0.59,0.25,7.9,0.14,10,44,0.9926,3.35,0.78,11.8,red,6
5521,7.3,0.23,0.27,0.6,0.009,40,89,0.9953,3.2,0.5,9.0,white,5
5522,6.2,0.3,0.37,0.6,0.047,56,153,0.9959,3.26,0.42,11.9,white,5
5523,5.7,0.39,0.36,2.0,0.035,17,178,0.991,2.99,0.52,9.5,white,4
