id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
18948,30000,1,1,1,32,-1,-1,3,-1,3,-1,25867,15689,17625,16989,11928,13373,7173,6801,3021,7928,3230,8683,0
18949,20000,2,2,1,38,-1,2,3,-1,0,0,15831,9746,11614,8113,14745,4165,8801,3792,1627,1075,5479,606,0
18950,50000,1,2,1,65,-1,-1,1,-1,-1,0,20394,19876,15105,6003,27369,10463,10087,19876,6118,6003,12032,4053,0
18951,20000,2,2,1,52,-1,4,4,-1,4,0,9594,7990,4560,8354,10042,14203,9594,3038,863,8354,789,14203,0
18952,80000,2,3,2,53,1,-1,5,-1,5,-2,52339,30775,25978,18502,47742,23592,52339,8975,10889,4950,9342,12355,1
18954,150000,1,3,2,56,1,-1,-1,0,-1,-1,56888,61481,43677,46399,62942,47977,21804,16028,12283,23764,33569,21538,1
18955,200000,2,4,1,61,5,-1,-1,6,5,0,165421,130942,61150,183295,159309,102519,43293,39781,16167,60533,39756,39366,1
18956,10000,1,1,1,42,4,0,-1,0,3,-2,753,6465,2251,6919,3855,8258,61,1772,229,1597,2135,3410,1
18957,50000,1,1,2,73,4,3,-1,-2,4,3,9117,23980,20396,20185,23566,21203,9117,23980,12411,20185,9307,14068,1
18959,200000,2,2,1,38,-2,0,5,3,-1,-1,101967,84693,47822,56200,72082,103302,101967,46276,16820,29392,21255,28407,0
18960,30000,1,1,2,38,6,-1,3,-1,5,0,11594,9232,5261,15822,7719,25405,6211,4582,5261,1102,1528,4569,1
18961,30000,2,2,2,45,-1,2,-1,1,-1,-2,14191,21309,14417,17615,8927,10698,4432,21309,7500,8719,4049,10698,0
18962,30000,1,1,2,48,-1,1,-1,-1,1,4,21440,18944,12469,15616,17555,11801,4499,1798,6306,7524,7036,4379,0
18963,80000,1,2,2,38,-1,-1,5,3,5,0,32985,54064,46754,36150,26273,47991,5834,23643,22010,10916,16766,31614,0
18964,100000,2,1,3,58,-1,1,-1,-1,2,4,35372,81827,53340,47406,71084,23289,6282,40719,17666,16944,19259,7942,0
18966,30000,2,2,2,39,0,-1,-1,-1,3,-1,20891,13089,7964,12637,11926,8486,5867,1174,4281,3418,2182,8486,0
18968,50000,2,2,2,41,1,-2,1,-1,3,0,9948,42533,19396,45749,11755,18512,2272,20458,6364,45749,4360,4687,1
18969,30000,1,2,2,73,-1,0,3,-1,0,5,22349,17585,17663,22484,10591,25162,6768,2534,3089,6501,4714,5569,0
18970,80000,2,2,2,30,-1,-1,4,0,-2,0,44627,46389,39075,12615,20043,17565,44627,26800,9694,4314,20043,7900,0
18971,50000,2,2,1,30,-1,-1,0,-1,-1,1,27159,12250,26665,35703,25845,12403,8115,4540,16578,5142,25845,12403,0
18973,20000,2,2,1,67,-1,6,1,3,0,-1,5260,9636,12786,13353,13352,11480,1573,4202,5530,6203,3138,4297,0
18974,20000,2,1,1,65,-1,2,0,5,2,-2,9875,12138,6934,7514,8137,8349,5287,12138,2862,4179,2732,469,0
18975,80000,1,2,2,73,0,-1,6,6,5,5,51254,29706,28105,24576,18151,68105,51254,4390,28105,1789,18151,23614,0
18976,30000,2,1,1,51,2,-1,1,-2,3,0,21737,5023,22946,15333,5422,3984,8257,1486,9913,6762,1295,272,1
18977,300000,2,2,1,51,4,-1,0,-2,2,1,83646,105060,113475,29124,140944,72794,83646,41521,40720,15287,60327,72794,0
18978,30000,2,2,1,35,-1,3,-2,-1,1,6,13222,14226,24508,22101,21620,6852,7171,1973,7352,12447,4595,1107,0
18979,300000,1,1,1,39,-1,-1,1,-1,-1,3,211786,158676,189416,174736,162409,161089,211786,38981,81750,59194,42258,53195,0
18981,100000,2,2,1,61,-2,6,-2,-1,2,0,86545,40406,39001,35723,37945,86057,37842,19915,23789,16841,9845,40074,0
18982,150000,2,2,1,63,0,5,3,-1,-1,6,31460,49107,51323,73204,99334,52571,31460,21567,10428,9758,26165,22299,0
18983,80000,2,2,1,68,-1,1,-1,-2,0,0,9040,26302,15360,42693,15458,51591,3770,12426,7437,19393,6701,12138,0
18984,10000,2,2,0,27,2,2,0,1,-1,8,4182,5860,2584,4967,4143,3481,1797,2403,543,839,1568,1519,0
18985,50000,2,3,1,45,-1,-1,0,-2,1,-1,31944,15265,26046,31270,19735,25472,16465,4526,9570,18457,2994,3607,0
18986,100000,1,1,1,44,-1,4,0,-1,-1,0,30672,32935,62110,48238,32577,24453,3478,7272,5167,27460,7606,7763,0
18987,100000,2,4,0,27,-1,1,-2,-1,-1,8,79960,61059,51009,24292,82554,44560,18427,24855,13491,5491,30417,12768,0
18988,80000,2,2,2,54,-1,0,-1,-1,1,2,16956,37660,10318,34267,18813,19127,2754,15496,4497,8625,4123,6863,0
18989,100000,2,1,2,28,0,8,1,-1,-1,2,42417,32284,16422,31560,64034,58088,20414,10424,9124,8397,31244,29432,0
18990,50000,2,1,2,54,6,-2,1,1,8,0,13898,28602,39519,13199,29055,16895,6512,6153,12232,1204,4513,5856,1
18991,300000,1,2,1,72,-2,0,-1,1,4,0,191094,149467,146738,117026,123046,233958,63312,34807,44483,20157,54061,233958,0
18992,10000,2,2,1,65,5,-1,8,2,3,-1,3406,3060,4594,7572,3773,3506,3406,1277,2094,4075,795,1909,1
18993,30000,2,1,1,64,-1,-1,8,-1,-1,4,15774,6876,9340,11720,17573,9794,6546,6876,1867,4558,17573,4342,0
18994,100000,1,3,1,49,-1,-1,2,-1,-1,-1,13147,66286,43074,63637,60839,38091,2756,36011,20562,18362,10323,9139,0
18995,50000,2,4,2,34,4,2,-1,1,0,0,43923,16095,18594,38122,22770,15166,43923,6853,7598,38122,22770,5962,1
18996,50000,1,2,2,45,-2,0,0,-1,1,2,45666,12551,17804,35948,33443,48084,14125,3363,6580,11756,7565,9500,0
18997,20000,1,3,2,22,-1,2,-1,-1,0,5,7066,6985,4478,8460,6607,3810,4242,1997,2546,4590,2424,1854,0
18998,100000,1,2,2,59,-1,-1,-1,2,-1,-1,74753,45730,37761,70465,76093,62614,33268,14467,11254,14032,20789,14613,0
18999,80000,2,2,2,41,-1,0,-2,6,0,-1,23285,34050,76353,43414,18599,34513,10588,5348,28480,21999,7155,34513,0
19000,30000,1,4,2,72,8,-2,-1,1,-1,-1,11924,8086,18898,22767,24136,17971,4634,2190,3885,6194,9559,17971,1
19001,100000,1,5,1,66,1,-2,4,0,1,0,23026,71588,55426,59917,26423,22473,9836,29490,16743,29516,10611,5372,0
19002,150000,2,2,1,74,4,-1,-1,-1,4,2,61463,65650,90312,45379,106199,87582,24291,15019,30209,23509,45069,20983,0
19003,50000,2,2,1,50,0,-1,4,3,1,-1,37809,27758,30121,31063,44302,37932,19009,3907,8727,11995,44302,18304,0
19004,30000,2,2,1,33,3,0,3,5,-1,-1,12673,10348,15047,19573,15015,14644,12673,3211,6840,8994,6903,7896,1
19006,300000,2,2,2,70,2,-1,1,6,-1,0,50834,226393,211999,273966,215230,138568,14524,51115,60739,273966,84978,29931,0
19007,150000,1,2,1,36,1,-1,-1,4,8,-2,27746,88576,71866,23813,71269,20739,8425,20709,26724,10404,30140,7480,1
19008,30000,1,3,2,25,3,8,-1,-1,-1,8,6841,13415,11447,11890,14615,22591,2783,1423,2703,3921,4948,22591,1
19009,200000,2,1,2,59,-1,1,-1,-2,5,2,123225,167800,87572,57598,148900,150441,71342,167800,87572,35913,78375,71132,0
19010,10000,2,2,2,74,0,0,-2,-2,-2,-1,4485,4224,3713,1710,4616,4378,1397,874,753,788,1119,770,0
19011,100000,2,2,2,64,-1,0,0,-1,-1,0,59980,31534,37658,54080,27609,66422,15393,1800,37658,10471,7972,25700,0
19012,80000,2,2,3,28,6,8,-1,0,2,-1,54929,25652,53691,34867,13052,21231,36022,9972,29283,18317,7528,21231,1
19013,50000,1,3,1,53,0,-1,8,-1,-1,0,11744,17316,32088,21819,16300,19110,3232,8093,6057,4216,8387,4558,0
19014,100000,1,1,2,40,-1,3,0,0,-1,0,38841,27271,41504,52557,32107,21679,6275,13993,10373,25622,8195,3523,0
19015,50000,1,2,2,26,-1,1,8,2,2,-1,31526,32534,10989,14359,31668,39499,8360,11016,1936,4228,12495,39499,0
19017,20000,2,2,1,22,2,0,1,-1,-1,0,13153,12510,11251,16440,9515,9671,6398,2433,3091,5286,9515,4489,0
19019,50000,1,6,2,23,-1,-1,-1,0,0,-2,18933,20259,22715,29306,10446,13392,9408,9270,8564,4748,3497,1157,0
19020,50000,2,1,2,70,8,6,8,3,0,0,15705,27382,23266,13134,5526,26564,9904,9835,8540,8585,3242,7422,0
19021,30000,2,2,2,57,1,0,-1,-1,-1,-1,18313,8244,13616,14886,7791,11429,18313,4556,7470,2838,2680,11429,0
19023,10000,1,2,3,34,1,1,5,0,-1,-1,3089,4476,2962,4664,9467,6851,1290,2585,502,929,1358,1134,1
19024,10000,1,2,3,74,-1,-1,1,8,5,4,5304,3621,4656,7592,5794,10231,5304,771,2088,2539,5794,2926,0
19025,50000,2,1,1,34,-2,-1,-1,-1,0,3,9824,36373,13799,11156,19962,12912,2713,8745,6479,6472,19962,6099,0
19027,10000,1,1,2,21,0,8,8,-1,4,-1,3925,6780,4993,7577,4319,10543,799,1893,1345,2876,766,4820,0
19028,100000,2,1,1,61,-1,-1,8,2,0,0,47481,32604,52037,52371,48910,27336,21747,6505,13751,8767,14625,27336,0
19029,500000,2,2,2,32,1,0,8,-2,4,-1,120107,232725,163786,169405,196383,212835,50214,98704,47180,55182,101676,21389,0
19030,20000,1,2,2,47,6,4,-1,6,-1,-1,5108,9172,8752,12598,2575,11619,2406,3377,2375,1840,573,4087,0
19031,10000,1,4,2,69,2,-1,-1,0,0,6,6246,2352,3455,6134,6521,7835,965,331,1139,2105,2068,2968,0
19032,100000,2,1,1,53,-1,0,-1,0,1,6,87477,18752,43786,42497,13464,29636,19679,5538,14186,19647,2598,15015,0
19033,80000,2,4,2,67,-1,6,-1,2,4,-1,50707,42415,20012,46491,30221,53694,10948,12077,9846,17378,11675,14997,0
19034,300000,1,2,2,59,0,0,2,-1,-1,-2,84190,285243,228300,212204,212599,250102,84190,126626,83571,67987,73650,46453,0
19035,80000,1,1,2,68,-2,-1,3,2,2,0,17032,56756,39137,33611,22328,34908,6639,17811,15448,9334,6868,16303,0
19037,30000,2,2,2,64,0,2,-2,1,-1,-1,8904,8115,21931,17372,10595,17116,4579,1749,11009,4057,3089,5127,0
19038,150000,1,0,2,52,-1,0,5,-1,2,6,47922,88344,41739,78414,76965,134858,16674,88344,6262,18719,20501,47371,0
19039,20000,2,2,1,68,4,-1,-1,0,0,5,10493,10794,2784,6153,7264,15612,912,4945,2784,3529,2032,5168,0
19040,20000,1,2,2,48,3,5,5,0,0,-1,9938,12411,6949,10715,13521,6210,4706,2790,2899,2446,5729,2424,1
19041,20000,2,1,1,21,-1,-1,0,-1,2,3,6135,7800,12093,6535,4776,7762,2497,2270,3395,2512,2366,1667,0
19042,30000,2,1,0,69,4,-1,-1,2,-1,-1,17219,15024,4572,21592,2257,13377,2865,15024,1829,21592,845,6098,0
19043,200000,2,1,2,71,3,0,0,6,1,-1,116064,115916,77059,90276,55495,166665,48052,34127,44920,90276,18943,166665,0
19044,50000,2,2,2,45,0,2,1,0,1,8,18371,42582,17862,25188,13644,29668,4171,19652,2898,25188,2822,8785,0
19045,50000,2,1,1,44,-1,-1,5,6,-2,-1,26545,32307,29238,32613,33236,21300,26545,6044,11977,13187,11879,7975,0
19046,50000,2,1,2,73,-1,-1,8,-1,1,0,20722,14986,21542,28145,45627,15786,20722,3108,3989,10875,3397,2866,0
19047,20000,1,2,2,53,0,3,8,0,5,-2,11307,8044,7005,12196,8395,10428,1542,3094,573,12196,3749,2098,0
19048,30000,2,2,2,70,1,-1,0,2,0,0,18250,16963,8004,13565,22289,12872,7015,1633,4053,2918,4346,5599,0
19050,20000,2,1,2,41,0,6,0,1,-1,0,13722,19112,11242,7484,12989,6128,4704,7210,3772,7484,3214,721,0
19052,50000,1,2,2,33,-1,1,1,2,6,0,12100,26439,23917,10961,20993,29296,3069,12123,4694,5638,6247,29296,1
19053,10000,1,2,2,36,0,0,-1,3,0,6,4853,2499,7002,4052,5214,7942,2567,634,3891,4052,1163,965,0
19054,20000,1,2,2,32,4,0,0,-1,-1,2,8061,10791,18910,7935,6383,11765,2790,4749,3987,3334,2003,11765,1
19055,20000,1,4,2,36,0,-1,0,6,1,-2,14321,3962,2395,9262,2471,8080,14321,822,735,6150,1619,2338,0
19058,30000,2,1,2,22,-1,1,-1,1,-1,-1,14982,20672,24246,13932,8665,3235,3436,8923,9513,4010,2926,1677,0
19059,10000,2,1,2,27,-1,0,-1,0,0,-1,2469,8890,5558,3197,4248,4936,1355,3116,1355,1052,1998,1110,0
19060,50000,1,2,2,29,-1,5,-2,2,-1,-1,28814,19679,16839,31914,22901,20452,11295,2563,9505,10074,13453,12205,0
19063,50000,2,2,1,33,-1,0,0,2,3,0,36358,23144,31099,11621,28326,12884,15008,9275,13346,11621,14378,4484,0
19064,10000,2,1,1,56,3,1,0,-1,-2,1,3919,3589,2267,3859,4399,6328,822,1408,951,856,1020,2777,1
19065,50000,2,2,3,42,-1,-1,0,-1,1,0,32062,37881,19237,14180,29381,26007,32062,10178,7504,5088,2702,8639,0
19066,50000,2,2,2,61,1,-1,-1,1,-1,-1,30671,21403,14769,16283,18062,16749,10508,9440,4072,2020,7570,6572,0
19067,20000,2,2,1,67,0,-1,3,8,3,5,9202,12883,2942,7396,4393,15938,9202,12883,1199,2139,980,5966,0
19068,50000,2,3,1,72,0,1,5,5,-1,2,15382,10994,29897,7864,12882,31792,3838,4107,7164,2224,3437,15522,0
19069,50000,2,1,1,26,-1,-1,5,8,3,-1,21339,19023,27047,25345,36927,15808,6902,5404,5306,8783,7834,6094,0
19070,10000,1,2,2,25,8,0,-1,0,5,-1,3941,6329,7391,4448,3373,5219,530,920,1330,1596,912,1193,0
19071,30000,1,2,2,21,-1,8,0,-1,3,0,11455,11596,8652,15623,14716,14296,11455,4891,4396,6200,5520,5454,0
19073,200000,2,2,2,40,-2,-1,4,8,8,2,111004,46186,126374,29933,108500,67736,58710,27485,21565,29933,4824,13867,0
19075,100000,2,2,2,22,-2,-1,4,1,1,2,33553,24742,57792,106963,23864,43704,15959,8506,12387,37812,3030,17941,0
19076,50000,2,1,1,30,3,2,0,4,-2,-1,33906,27776,43444,12259,40330,22384,18317,8432,18345,12259,15610,4131,1
19077,150000,2,2,2,25,0,-1,2,5,8,1,70119,92413,73564,34641,45565,74051,70119,34824,22382,7808,12163,13261,0
19078,150000,1,5,1,32,-1,3,-2,2,6,6,92364,63241,84215,49710,34860,79081,13643,9527,18691,34280,7417,30531,0
19079,10000,2,3,3,68,-1,5,4,3,1,2,4058,4963,8174,5536,8012,8166,983,401,2802,467,2614,1934,0
19080,200000,2,1,1,58,2,-1,-1,-1,1,0,46847,78476,109852,81338,44986,108508,11203,78476,51788,10528,7486,108508,0
19081,100000,1,4,2,32,-1,0,6,6,6,3,44622,26421,71914,53730,63181,31844,17334,7157,71914,23605,63181,7016,0
19083,20000,2,1,2,57,-2,1,-1,6,-1,1,9543,16986,6072,8963,5686,8333,3566,10343,926,3385,954,1805,0
19084,20000,1,1,1,22,8,2,-1,0,-2,2,8513,9482,7067,5789,7200,13308,2993,3169,1359,1778,2496,5406,1
19085,80000,2,6,1,56,6,0,4,0,2,2,40511,38783,51262,39225,16701,37845,40511,3727,12682,13426,6304,8741,1
19086,20000,1,1,1,70,0,-1,2,-2,1,-1,12706,5214,10749,12647,9460,13686,3098,1947,5044,12647,9460,6050,0
19088,200000,2,1,1,47,8,-1,0,-2,-1,-1,130461,102458,39107,61540,133902,80818,62086,60791,6609,61540,133902,27405,0
19089,20000,2,1,2,63,1,8,4,1,-2,8,6318,11167,15198,14327,12871,9923,818,11167,8126,14327,1505,9923,1
19090,50000,1,2,1,56,-1,-1,-1,-1,2,-1,5962,17498,10949,32335,6441,3498,1972,17498,788,10340,605,3498,0
19092,10000,1,3,1,37,-1,2,3,4,-1,2,3743,4237,5347,6280,3557,8859,1433,1765,1943,2830,1777,8859,1
19093,150000,2,0,2,23,-1,3,2,-2,-1,-1,75613,86658,129732,52089,38715,69428,34530,43791,52312,6825,9356,17759,1
19094,200000,1,2,1,32,-1,4,6,0,-1,3,159483,96124,108054,106130,161401,87810,68358,26454,47795,18437,77074,53261,0
19095,30000,1,1,2,31,8,2,-1,0,1,1,18199,6681,15334,12079,17066,6736,2921,2871,6242,4828,5593,1808,1
19096,50000,2,2,2,53,-1,8,0,8,-1,-1,22758,18462,23896,26713,13184,31298,8140,4450,11058,8775,3442,15982,0
19097,20000,1,1,2,67,-2,-1,-1,-1,-1,0,8080,8495,20055,8122,8112,13231,4086,8495,9757,1745,4733,3734,0
19098,50000,2,1,1,26,1,8,0,-1,0,-1,25143,10331,24267,16923,32806,14384,9999,3476,24267,5796,10943,8411,1
19099,50000,1,2,2,51,2,-1,-1,-1,-1,-1,16621,14213,27651,20431,9276,20780,9250,5579,13361,3165,4115,12246,0
19100,100000,1,2,1,69,3,0,-1,5,-2,1,27851,16627,28345,26076,65966,30395,8044,7419,15224,6131,7050,21288,1
19101,20000,1,1,2,24,-1,-2,2,-2,2,1,15706,10910,7492,11553,5328,13850,8739,2411,3734,3432,3339,6452,0
19102,20000,1,2,1,52,-1,5,3,2,-1,-1,11224,10885,15631,12731,7804,13063,396,1170,4571,2193,2515,4508,0
19104,100000,2,2,2,21,-1,-2,-2,0,3,2,25428,30369,54865,23085,38198,73648,11518,11105,19669,11606,16135,24617,0
19105,50000,2,1,1,73,6,-1,0,-1,-1,4,21517,32670,14662,11733,15929,20150,21517,11834,5733,4189,2568,10408,1
19106,200000,1,2,2,73,-1,-1,-2,2,4,4,42752,165066,76563,49540,89368,88163,8426,59515,24571,49540,22544,40761,0
19107,20000,1,2,1,42,5,0,5,5,-1,-1,11681,17443,8370,8071,14347,9766,5856,8719,3379,3871,14347,3287,0
19108,20000,1,2,1,66,0,-1,-1,-1,-1,4,4286,9134,16027,7553,10571,6764,1751,2696,16027,3473,4395,2626,0
19109,30000,2,6,2,23,-1,-1,1,0,0,0,8760,7350,15232,13937,12128,12212,4474,2420,3159,7830,2829,6535,0
19111,200000,2,1,2,44,-1,0,1,-1,-1,5,107753,112359,114283,154698,90340,119146,40078,112359,17675,37395,50713,119146,0
19112,80000,2,2,1,31,1,-1,-1,4,4,-1,36019,46245,24621,46792,16145,38853,18883,13492,6195,16450,4481,38853,1
19113,10000,2,2,2,27,-1,5,1,0,-2,5,3233,2859,7249,7190,5162,3263,708,456,2607,3077,1533,664,0
19114,150000,2,2,2,52,0,-1,6,2,2,-1,29147,59051,98385,35028,26333,105062,19569,13499,41242,17031,8410,45988,0
19116,200000,2,2,2,22,0,-1,1,-1,8,-1,103358,132587,101206,86268,129355,126664,103358,73756,8724,14933,129355,17560,0
19119,200000,1,2,1,51,-1,-2,-1,1,1,-1,92187,186847,49284,43243,104218,118970,36889,50517,49284,4146,43994,12609,0
19120,300000,1,2,2,44,0,-2,2,5,4,-1,131708,168188,184634,108208,119805,124435,85231,82989,18254,51005,75679,47270,0
19121,80000,2,1,2,39,2,0,-1,-1,-1,1,29498,47357,26612,35628,28897,37107,7687,16952,3716,11985,10407,7419,0
19122,100000,1,1,2,50,5,-1,-2,0,-1,0,17094,27200,64377,37924,30995,37953,9118,6279,36406,15118,30995,37953,0
19123,20000,1,1,2,74,1,1,0,0,-1,6,18997,11251,4581,10648,5777,16268,9359,11251,504,5178,1600,16268,0
19124,50000,2,1,1,28,1,8,3,-1,1,-1,16551,26407,28792,20635,26857,14616,6876,9252,13095,7684,7424,6248,1
19125,50000,1,2,3,65,-1,-1,-1,0,-1,-1,18427,15263,16357,18137,39140,18097,10933,3489,4800,5380,12089,8454,0
19126,30000,1,1,2,38,0,-1,-1,-1,0,5,12831,19986,13757,22376,5284,19007,3721,2808,6320,10658,3143,7740,0
19127,50000,1,3,1,26,-1,0,6,1,-1,2,18585,25950,17494,22359,20254,21205,18585,8400,4733,9745,20254,2336,0
19128,10000,1,2,1,48,0,1,0,-1,-1,1,4919,3210,10063,8492,8677,3109,1869,845,2503,510,4208,1012,1
19129,20000,2,2,1,74,3,1,2,5,2,3,9291,14018,8997,10653,10195,9849,9291,4584,2942,1637,2793,2532,1
19130,10000,2,1,1,53,3,6,-1,-1,0,-1,7192,4324,4458,4614,3997,5145,1894,2412,2201,4614,3997,1970,0
19131,20000,2,2,1,25,0,-1,1,8,-1,-1,8673,9149,8619,11105,13059,12134,3081,9149,8619,4624,828,6349,0
19132,80000,2,1,1,52,-1,-1,-1,-1,2,-1,25680,35437,49694,17989,46072,50404,7158,35437,4275,7595,11626,11331,0
19133,100000,2,3,2,32,-1,0,2,-1,-1,-1,46671,25360,27308,64982,20274,14845,21606,14829,13085,35351,9304,7337,0
19134,10000,2,4,3,72,-1,2,-2,-1,4,-1,3292,5765,4462,-611,2464,7037,2006,2251,2119,0,1481,1833,0
19135,20000,1,1,2,72,-1,-1,4,0,-1,-1,12239,6984,5449,10608,7200,14543,4913,6984,2376,2346,7200,1982,0
19136,10000,2,2,1,68,-1,2,2,5,5,-1,744,5908,2560,7388,3610,1359,114,1171,774,4000,1054,733,1
19137,30000,1,2,1,26,-1,-1,-1,-1,-1,6,6290,24137,11129,6520,8471,9872,2693,1566,4401,2049,2774,9872,0
19138,50000,2,1,2,43,1,5,-1,6,-1,6,36332,18128,15655,26464,12576,29867,8453,4938,3388,8041,5876,13303,1
19139,80000,2,1,2,67,-1,-1,-1,8,1,8,54049,21271,51123,29894,20251,56397,9559,14913,24017,14359,6081,29656,0
19140,50000,2,2,1,21,-2,-1,-1,-1,1,6,15493,24813,19710,20936,17820,47355,4882,10706,12015,7509,5176,15945,0
19143,20000,1,3,2,25,8,0,2,-1,-1,6,9167,14611,11139,11777,12775,8943,2305,5620,11139,2189,12775,2082,0
19144,150000,2,2,1,64,6,3,4,-1,-1,2,91597,79112,37810,62261,57090,128747,10836,27026,11777,16307,23788,128747,1
19145,20000,2,1,1,53,2,1,0,-1,5,8,7759,15187,9613,7551,8317,5649,7759,4887,9613,1822,4169,1904,0
19146,20000,2,2,2,38,5,-1,0,1,5,-1,8195,6891,9479,3718,11933,15088,8195,2785,9479,3718,1565,9097,1
19147,200000,2,2,2,55,2,5,-1,3,3,-1,180025,156654,122775,72388,98570,53448,87868,71286,48030,26421,31897,16269,1
19148,20000,2,1,2,33,0,-1,5,0,4,-1,7178,15028,10312,7639,4805,7086,2052,15028,2695,1494,1004,533,0
19149,100000,1,2,2,66,2,-1,-1,0,-1,-2,15189,38081,11740,16160,58668,32320,3157,38081,5302,5667,17944,6380,0
19151,50000,1,1,1,66,-1,-1,-1,0,2,-2,15519,33767,20771,19550,19221,22864,9119,17404,7077,5166,5651,10526,0
19152,100000,1,1,1,41,3,5,8,3,-2,-2,57262,32105,59979,44861,43851,72974,14241,9295,27278,12886,18702,36098,0
19153,10000,2,3,2,40,0,-1,-1,6,0,2,4771,3269,5404,4853,2284,5748,4771,908,1561,4853,671,965,0
19155,50000,2,5,2,31,-1,6,8,8,0,-1,21157,10849,21714,28744,33766,25830,7270,3082,5976,5099,11529,12362,0
19156,10000,2,1,2,22,3,0,-1,5,3,6,8575,7095,1994,3893,2895,5628,3498,2644,458,1226,2895,2617,1
19157,80000,2,5,2,59,8,-1,-1,6,6,-1,58601,32757,15205,54014,73078,27554,28327,32757,15205,15864,35444,11494,1
19159,50000,2,2,2,62,-1,0,8,0,0,-1,47717,27298,29039,21366,19253,23671,14313,14721,11415,7039,12829,8205,0
19160,20000,2,1,2,57,0,4,-1,2,6,-1,10077,7684,9685,16199,7097,16870,2926,2887,3637,7148,4220,6167,0
19161,200000,2,2,1,66,-1,0,-1,-1,-1,2,58939,48587,95013,129661,71534,53528,19425,35336,14502,21040,24773,18610,0
19162,30000,2,1,3,42,-1,2,-1,-1,-1,-1,16267,17195,19680,4637,19712,18847,4758,2629,3655,1355,8681,11973,0
19163,150000,1,3,1,42,-1,0,-1,-1,-1,-1,12734,42024,55808,35224,73588,44667,3579,29320,11372,12705,12037,7316,0
19164,150000,1,2,1,65,2,6,1,-1,-1,-1,37688,68455,101002,57342,86101,52880,8774,8642,25132,12182,32363,3314,1
19165,100000,2,2,1,27,2,2,3,-1,0,1,44622,45781,28913,34743,59077,34713,12840,45781,9868,34743,16313,34713,0
19166,150000,2,2,3,55,-1,-1,3,2,-1,6,26153,80773,47349,51248,91586,32290,13177,52971,47349,23414,30205,32290,0
19167,30000,1,1,1,52,-1,-1,3,8,-2,-1,6542,9357,18079,12362,12880,17796,2193,4379,8490,12362,1049,8323,0
19169,200000,2,2,2,49,6,1,5,-1,0,-2,135647,32631,84375,74465,98346,138357,65393,8692,56781,34552,30999,38059,1
19170,30000,1,2,1,67,4,-1,0,3,8,8,19217,14231,22551,22685,16115,18508,6058,3017,585,11331,16115,2997,1
19171,50000,1,1,2,22,1,0,5,5,0,3,26511,36341,13928,12223,12740,42654,9306,13171,2899,6123,6677,7740,0
19172,30000,1,2,2,42,-1,2,0,4,0,1,11468,14815,17371,21224,15866,16501,4843,2955,1800,6211,4551,16501,1
19173,30000,2,2,1,45,-1,-1,-1,-1,-1,-1,12527,4188,19684,13046,11606,5539,3222,1243,9561,8861,2582,3381,0
19175,50000,2,1,1,56,5,-1,1,4,1,5,33902,37990,49455,15493,25045,29649,17175,24770,9819,8059,10397,10059,0
19176,10000,1,2,2,32,5,0,-1,-1,-1,-2,1757,3582,5346,7453,6093,2782,709,1430,324,7453,1840,1258,0
19177,50000,1,4,2,34,0,1,-1,6,6,0,47377,32745,38220,22492,32477,15741,10364,1538,7965,6517,7612,5857,0
19178,30000,1,2,1,67,4,0,-1,0,-2,-1,10229,20188,17289,5679,6215,12730,2761,5586,8736,3032,2223,6244,0
19181,80000,1,1,2,60,0,-1,0,-1,0,1,25095,44902,79728,36059,43841,54166,8372,10247,25022,13422,9279,10426,0
19182,10000,1,1,2,27,0,5,1,-1,-2,0,2812,6182,8472,5164,1842,3904,1305,1300,1298,574,418,1190,0
19183,100000,1,2,3,65,3,1,-1,-1,-1,-1,19808,80762,88311,46364,46272,60372,3829,34931,56364,19190,9390,60372,0
19184,20000,2,2,3,22,0,6,2,-1,2,3,11062,3661,13093,18489,14242,9969,4621,1360,3722,6380,4113,1032,0
19185,50000,2,2,1,69,-1,1,-1,-1,3,8,23344,36746,43557,32060,33648,8638,6505,12101,11785,32060,14413,3905,0
19186,150000,2,1,2,72,-1,1,6,-1,1,-1,84944,81600,73105,69693,38330,102045,41333,81600,27601,9064,13120,15464,0
19187,10000,2,2,1,57,-1,0,-1,-1,-2,-1,2116,5299,8567,3150,5150,7379,457,5299,3659,498,816,1879,0
19189,50000,2,2,2,21,1,-1,-1,8,1,4,14056,34372,21153,21394,21721,26115,14056,20771,3224,12472,4777,15280,1
19190,20000,1,1,2,25,0,-1,5,0,0,0,9770,12605,9190,8365,5859,12706,3661,1480,9190,2409,1649,7322,0
19192,10000,1,2,2,30,-1,6,1,0,0,2,5505,2452,5031,6231,4234,3327,2097,2452,1723,2529,1155,1484,0
19193,10000,1,1,1,36,-2,6,-1,-1,0,5,2529,2570,695,4724,2513,3156,1272,2570,303,4724,1133,959,0
19194,80000,2,2,1,29,4,3,-1,3,8,0,52399,27636,41590,18768,61257,19827,52399,11190,41590,18768,12389,7545,1
