id,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,water_cement_ratio,total_binder,coarse_fine_ratio,log_age
949,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,0.6278,295.8,1.4187,2.0794
950,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.3999,500.1,1.8336,3.3673
951,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89,0.3,540.0,1.5606,3.3673
952,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,0.5488,405.6,1.2158,3.3673
954,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,0.4677,397.0,1.4171,3.3673
955,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34,1.2221,354.0,1.44,3.3673
956,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3612,531.3,0.9605,1.3863
957,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,0.85,333.7,1.3571,2.7081
958,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69,1.1999,380.0,1.391,5.9026
959,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93,0.5697,458.3,1.0524,3.3673
960,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,0.6619,281.0,1.4263,3.3673
961,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,0.4198,578.0,1.176,1.3863
962,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,0.8754,315.5,1.3506,2.7081
963,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,0.7672,345.7,1.107,4.0431
964,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24,0.5344,492.0,1.1159,3.3673
965,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.724,390.6,1.2994,3.3673
966,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4548,551.6,1.2499,1.3863
967,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.5881,414.7,1.3574,1.3863
968,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93,0.5915,404.0,1.2216,3.3673
969,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,1.1693,397.0,1.4171,3.3673
970,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,0.7243,388.4,1.3569,2.7081
972,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,0.8498,347.9,1.357,3.3673
973,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33,1.1999,380.0,1.391,4.5109
974,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.5802,351.7,1.118,2.7081
975,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,0.5811,339.0,1.2394,2.7081
976,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.3365,520.0,1.0807,3.3673
977,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,0.7506,353.4,1.357,4.6151
978,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,0.3376,468.8,0.8584,4.5218
979,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3,0.5419,453.0,1.1368,3.3673
980,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84,0.5333,475.0,1.569,5.1985
981,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,0.8133,417.0,1.4084,4.5109
982,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94,0.36,525.0,1.8352,3.3673
983,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,0.3632,549.0,1.3581,4.0431
984,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,0.7391,462.0,1.0534,3.3673
985,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,0.4094,640.0,1.1759,1.3863
986,154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5,1.4285,410.0,1.4027,3.3673
987,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,0.8498,347.9,1.357,4.6151
988,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,0.7268,425.8,1.4173,3.3673
990,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,0.4855,382.5,1.4173,2.0794
991,303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42,0.7032,443.5,1.2394,3.3673
992,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14,0.6665,508.8,1.5299,1.3863
993,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73,1.3335,455.1,1.5033,3.3673
994,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,0.8464,328.4,1.1112,1.3863
995,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65,0.6486,296.0,1.4183,3.3673
997,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,1.0,508.8,1.5292,1.3863
999,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,1.1098,289.0,1.105,3.3673
1000,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,0.4198,578.0,1.096,2.0794
1001,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,0.75,380.0,1.391,5.1985
1003,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,0.841,368.0,1.4174,3.3673
1005,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,0.4,500.0,1.8352,1.3863
1006,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,0.7496,345.7,1.1111,4.0431
1008,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.58,391.3,1.1116,4.6151
1009,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.0611,425.6,1.3472,4.6151
1010,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.4548,551.6,1.2499,4.0431
1013,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,0.8464,328.4,1.1112,3.3673
1014,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.3269,520.0,1.0,3.3673
1016,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.9913,427.1,1.349,1.3863
1017,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,0.4057,501.0,1.11,2.0794
1019,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24,0.58,331.0,1.1854,5.8889
1020,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,0.5796,374.5,1.1123,4.6151
1021,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,1.4401,353.3,1.2983,2.0794
1025,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,0.5054,487.2,1.25,1.3863
1028,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,0.3813,593.8,1.0903,3.3673
