id,size_sqft,property_type,bedrooms,latitude,longitude,locality,suburb,monthly_rent,metro_dist_km,airport_dist_km,aiims_dist_km,railway_station_dist_km,suburb_locality_count,center_dist_km,log_size,bedrooms_per_100sqft,avg_landmark_dist,property_type_freq,locality_grouped
12177,500,Apartment,3,28.5984,77.0399,plazzio apartment sector 12,Other,28500,0.6845,6.5164,16.793,18.3178,442,15.468,6.2146,0.6,10.578,5694,Other
12178,1800,Independent Floor,3,28.6727,77.104,Paschim Vihar,West Delhi,35000,0.6784,13.191,15.514,11.9168,39,10.617,7.4955,0.1667,10.325,11151,Paschim Vihar
12179,542,Independent Floor,1,28.6449,77.1651,Patel Nagar,Delhi Central,11000,0.4107,12.6991,9.6048,5.452,55,4.634,6.2953,0.1845,7.042,11151,Patel Nagar
12180,1600,Independent Floor,2,28.5527,77.2312,Greater kailash 1,Delhi South,50000,1.0922,14.3441,2.7793,9.9188,51,8.835,7.3778,0.125,7.034,11151,Greater kailash 1
12182,450,Independent Floor,1,28.5221,77.2102,Saket,Delhi South,13000,0.9733,12.807,4.9664,13.2956,51,12.157,6.1092,0.2222,8.011,11151,Saket
12183,500,Apartment,1,28.5097,77.2338,Khanpur Krishna Park,Other,7000,3.483,15.4275,6.8225,14.6817,442,13.594,6.2146,0.2,10.104,5694,Khanpur Krishna Park
12184,1950,Independent Floor,3,28.6425,77.2943,Swasthya Vihar,Delhi East,40000,0.1401,22.6918,11.9148,7.2015,49,6.713,7.5756,0.1538,10.487,11151,Swasthya Vihar
12185,750,Independent Floor,2,28.5097,77.2338,Khanpur Krishna Park,Other,14500,3.483,15.4275,6.8225,14.6817,442,13.594,6.6201,0.2667,10.104,11151,Khanpur Krishna Park
12186,543,Independent Floor,1,28.6468,77.1721,Patel Nagar,Delhi Central,16000,0.3419,13.3015,9.5239,4.7835,55,4.153,6.2971,0.1842,6.988,11151,Patel Nagar
12187,1851,Apartment,3,28.6323,77.342,Delhi Meerut Expressway,Other,19500,1.9545,26.5934,14.9978,11.9053,442,10.65,7.5235,0.1621,13.863,5694,Delhi Meerut Expressway
12189,1200,Independent Floor,2,28.6727,77.104,Paschim Vihar,West Delhi,18000,0.6784,13.191,15.514,11.9168,39,10.617,7.0901,0.1667,10.325,11151,Paschim Vihar
12190,750,Independent Floor,2,28.6195,77.0579,Uttam Nagar,West Delhi,10000,0.31,7.6205,15.7783,16.1064,39,13.562,6.6201,0.2667,9.954,11151,Uttam Nagar
12191,2800,Independent Floor,4,28.5667,77.2603,New Friends Colony,Delhi South,70000,0.6623,17.2339,5.1362,9.1751,51,8.096,7.9374,0.1429,8.052,11151,New Friends Colony
12192,700,Independent Floor,2,28.6216,77.0551,Uttam Nagar,West Delhi,15000,0.1158,7.9369,16.1205,16.344,39,13.779,6.5511,0.2857,10.129,11151,Uttam Nagar
12193,550,Apartment,1,28.5305,77.2004,Sheikh Sarai,Delhi Central,30000,0.3454,11.6445,4.0972,12.486,55,11.299,6.3099,0.1818,7.143,5694,Sheikh Sarai
12194,450,Independent Floor,1,28.6146,77.3122,Mayur Vihar,Delhi East,9000,0.3956,23.2172,11.4986,9.4332,49,8.327,6.1092,0.2222,11.136,11151,Mayur Vihar
12195,874,Independent Floor,2,28.6427,77.1735,Patel Nagar,Delhi Central,24000,0.4709,13.0394,9.0465,4.6191,55,3.878,6.7731,0.2288,6.794,11151,Patel Nagar
12196,1700,Apartment,3,28.5936,77.038,Sector 12 Dwarka,Dwarka,30000,0.2957,6.2621,16.8705,18.6418,72,15.758,7.4384,0.1765,10.518,5694,Sector 12 Dwarka
12197,900,Apartment,2,28.5156,77.2043,Sainik Farms,Delhi South,17000,0.6759,12.4963,5.6963,14.072,51,12.913,6.8024,0.2222,8.235,5694,Sainik Farms
12199,1250,Apartment,3,28.5036,77.1908,Chattarpur,Delhi South,20000,1.113,11.8384,7.2023,15.5789,51,14.363,7.1309,0.24,8.933,5694,Chattarpur
12200,900,Independent Floor,2,28.7116,77.1815,Model Town,North Delhi,17000,0.5056,19.7825,16.2518,8.6489,17,9.387,6.8024,0.2222,11.297,11151,Model Town
12201,1600,Independent Floor,2,28.5411,77.2522,Kalkaji,Delhi South,45000,0.5398,16.4617,5.1944,11.5643,51,10.475,7.3778,0.125,8.44,11151,Kalkaji
12202,950,Independent Floor,3,28.7139,77.1566,Shalimar Bagh,Delhi North,26000,1.33,18.9773,17.0502,10.1637,8,10.478,6.8565,0.3158,11.88,11151,Shalimar Bagh
12204,1350,Apartment,2,28.6885,77.1758,Ashok Vihar,North Delhi,300000,1.2643,17.2751,13.8361,6.794,17,7.217,7.2079,0.1481,9.792,5694,Ashok Vihar
12205,2100,Apartment,3,28.5619,77.0578,Sector 22 Dwarka,Dwarka,35000,0.9899,2.744,14.6881,18.2213,72,15.558,7.6497,0.1429,9.161,5694,Sector 22 Dwarka
12206,3000,Independent Floor,4,28.6619,77.2274,Delhi,Delhi East,90000,0.5254,18.3159,10.7057,2.3322,49,3.494,8.0064,0.1333,7.97,11151,Delhi
12207,1500,Apartment,3,28.573,77.0442,Sector 19 Dwarka,Dwarka,32000,1.5603,4.4428,16.0235,18.8671,72,16.036,7.3132,0.2,10.223,5694,Sector 19 Dwarka
12208,1700,Independent Floor,3,28.6429,77.1174,Rajouri Garden,West Delhi,30000,0.4474,10.2648,12.2148,10.1007,39,8.535,7.4384,0.1765,8.257,11151,Rajouri Garden
12209,1752,Apartment,3,28.5879,77.0389,Sector 18A Dwarka,Dwarka,32000,0.5141,5.7878,16.6917,18.7538,72,15.87,7.4685,0.1712,10.437,5694,Sector 18A Dwarka
12210,1550,Apartment,3,28.5987,77.3183,Vasundhara Enclave,Delhi East,38000,1.6573,23.3707,11.3753,10.6714,49,9.375,7.346,0.1935,11.769,5694,Vasundhara Enclave
12211,1150,Independent Floor,3,28.5564,77.2402,East of Kailash,Delhi South,50000,0.2198,15.2154,3.3693,9.638,51,8.566,7.0475,0.2609,7.111,11151,East of Kailash
12212,850,Independent Floor,2,28.6374,77.0822,Tilak Nagar,Delhi Central,8200,0.6427,9.1488,14.5656,13.5532,55,11.454,6.7452,0.2353,9.478,11151,Tilak Nagar
12213,300,Apartment,1,28.6553,77.197,Karol Bagh,North Delhi,9000,1.2422,15.6393,9.8617,2.766,17,3.131,5.7038,0.3333,7.377,5694,Karol Bagh
12214,800,Apartment,1,28.59,77.0444,Dwarka New Delhi 110075,Dwarka,14000,0.4437,5.5375,16.1923,18.1711,72,15.355,6.6846,0.125,10.086,5694,Dwarka New Delhi 110075
12215,830,Independent Floor,2,28.7012,77.1091,Sector 3 Rohini,West Delhi,18000,1.6454,16.3906,17.7447,12.7479,39,11.981,6.7214,0.241,12.132,11151,Sector 3 Rohini
12216,1250,Apartment,1,28.5965,77.066,Sector 6 Dwarka,Dwarka,23000,1.5759,4.9618,14.254,15.9324,72,13.382,7.1309,0.08,9.181,5694,Sector 6 Dwarka
12217,660,Independent Floor,1,28.6225,77.1105,Hari Nagar,West Delhi,9000,2.0628,7.9081,11.3369,10.9789,39,9.078,6.4922,0.1515,8.072,11151,Hari Nagar
12218,450,Apartment,1,28.5136,77.2025,Sainik Farms,Delhi South,12000,0.8,12.4108,5.9265,14.3093,51,13.143,6.1092,0.2222,8.362,5694,Sainik Farms
12219,1500,Independent Floor,3,28.6691,77.0929,Paschim Vihar,West Delhi,29000,1.1728,12.6851,15.9627,12.8615,39,11.324,7.3132,0.2,10.671,11151,Paschim Vihar
12221,500,Independent Floor,1,28.5308,77.2168,Khirki Extension,Other,15500,1.3204,13.2034,4.0905,12.295,442,11.176,6.2146,0.2,7.727,11151,Khirki Extension
12222,450,Independent Floor,1,28.5007,77.1887,Chhattarpur Enclave Phase1,Other,8300,1.3731,11.8203,7.5708,15.9409,442,14.716,6.1092,0.2222,9.176,11151,Chhattarpur Enclave Phase1
12223,500,Independent Floor,1,28.5337,77.2229,Sheikh Sarai,Delhi Central,16000,0.9924,13.7244,3.9546,11.9664,55,10.863,6.2146,0.2,7.659,11151,Sheikh Sarai
12224,1000,Independent Floor,2,28.5335,77.2197,Khirki Extension,Other,20000,0.9872,13.4254,3.8796,11.9958,442,10.885,6.9078,0.2,7.572,11151,Khirki Extension
12225,900,Apartment,2,28.6697,77.0852,Paschim Vihar,West Delhi,17000,1.318,12.7279,16.5467,13.6071,39,11.957,6.8024,0.2222,11.05,5694,Paschim Vihar
12227,450,Independent Floor,1,28.625,77.0352,Dwarka Mor,West Delhi,10000,0.6593,9.16,18.0766,18.2355,39,15.447,6.1092,0.2222,11.533,11151,Dwarka Mor
12229,1758,Apartment,3,28.5873,77.0585,Sector 10 Dwarka,Dwarka,30000,0.6724,4.4124,14.7804,16.9672,72,14.312,7.4719,0.1706,9.208,5694,Sector 10 Dwarka
12230,1650,Apartment,3,28.5915,77.0492,Dwarka 11 Sector,Other,40000,0.5495,5.3319,15.7496,17.6679,442,14.911,7.4085,0.1818,9.825,5694,Dwarka 11 Sector
12231,1000,Apartment,2,28.7227,77.1304,Sector 13 Rohini,Rohini,22000,1.6935,19.1247,18.8572,12.5908,12,12.502,6.9078,0.2,13.067,5694,Sector 13 Rohini
12235,500,Independent Floor,1,28.4962,77.1819,Chattarpur,Delhi South,9000,1.3335,11.5279,8.227,16.5621,51,15.303,6.2146,0.2,9.413,11151,Chattarpur
12236,1680,Apartment,3,28.5875,77.0672,Sector 7 Dwarka,Dwarka,29000,1.2029,4.0027,13.9498,16.172,72,13.616,7.4265,0.1786,8.832,5694,Sector 7 Dwarka
12237,400,Independent House,1,28.5,77.1872,Chattarpur,Delhi South,6000,1.4019,11.7333,7.6835,16.0466,51,14.814,5.9915,0.25,9.216,861,Chattarpur
12238,1500,Independent Floor,3,28.6733,77.1005,Paschim Vihar,West Delhi,35000,0.6031,13.2171,15.7907,12.2615,39,10.913,7.3132,0.2,10.468,11151,Paschim Vihar
12239,450,Independent Floor,2,28.6473,77.0859,MBS Nagar Block WZ,Other,9000,1.5599,10.2422,14.8842,13.1897,442,11.252,6.1092,0.4444,9.969,11151,Other
12240,1200,Apartment,2,28.603,77.048,Sector 4 Dwarka,Dwarka,35000,1.3792,6.4241,16.1401,17.429,72,14.688,7.0901,0.1667,10.343,5694,Sector 4 Dwarka
12241,450,Independent Floor,1,28.6537,77.1692,Patel Nagar,Delhi Central,17000,0.9578,13.7173,10.339,5.2113,55,4.733,6.1092,0.2222,7.556,11151,Patel Nagar
12243,900,Independent Floor,2,28.5777,77.2429,Lajpat Nagar,Delhi South,32000,0.6981,15.6834,3.6348,7.4185,51,6.374,6.8024,0.2222,6.859,11151,Lajpat Nagar
12245,1900,Independent Floor,3,28.6353,77.225,Chittaranjan Park,Other,70000,0.5294,16.3648,7.7693,0.8245,442,0.822,7.5496,0.1579,6.372,11151,Chittaranjan Park
12246,987,Apartment,2,28.6455,77.1661,Patel Nagar,Delhi Central,17000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.8947,0.2026,7.024,5694,Patel Nagar
12248,220,Independent Floor,1,28.6967,77.2058,GTB Nagar,Other,10000,0.2112,19.6729,14.3863,6.2632,442,7.292,5.3936,0.4545,10.133,11151,GTB Nagar
12249,900,Independent Floor,3,28.6233,77.0626,Uttam Nagar,West Delhi,15000,0.2684,7.8877,15.5221,15.5926,39,13.13,6.8024,0.3333,9.818,11151,Uttam Nagar
12254,800,Apartment,2,28.6238,77.278,Shakarpur Khas,Other,12500,0.6345,20.4001,9.3314,5.9457,442,5.283,6.6846,0.25,9.078,5694,Other
12255,875,Independent Floor,1,28.6453,77.1685,Patel Nagar,Delhi Central,17500,0.0756,12.9467,9.5029,5.1166,55,4.371,6.7742,0.1143,6.91,11151,Patel Nagar
12256,1400,Independent Floor,3,28.6495,77.1416,Kirti Nagar,Delhi Central,33000,0.9578,11.8753,11.2179,7.7797,55,6.688,7.2442,0.2143,7.958,11151,Kirti Nagar
12258,542,Independent Floor,1,28.6455,77.1661,Patel Nagar,Delhi Central,13000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.2953,0.1845,7.024,11151,Patel Nagar
12259,400,Independent Floor,1,28.7137,77.1809,Model Town,North Delhi,9000,0.7134,19.9515,16.4822,8.8757,17,9.616,5.9915,0.25,11.506,11151,Model Town
12261,500,Apartment,1,28.6021,77.0281,Sector 14 Dwarka,Dwarka,14000,0.2132,7.6132,18.0061,19.3375,72,16.358,6.2146,0.2,11.292,5694,Sector 14 Dwarka
12264,600,Independent Floor,2,28.6918,77.2694,Shahdara,Delhi East,10000,1.0025,23.5967,15.1062,7.3199,49,8.06,6.3969,0.3333,11.756,11151,Shahdara
12265,1350,Apartment,3,28.7088,77.1318,Pitampura,North Delhi,32000,0.5878,17.6653,17.3964,11.4366,17,11.21,7.2079,0.2222,11.772,5694,Pitampura
12266,550,Independent Floor,1,28.6466,77.1649,Patel Nagar,Delhi Central,13000,0.4566,12.8416,9.7823,5.4802,55,4.709,6.3099,0.1818,7.14,11151,Patel Nagar
12267,900,Independent Floor,3,28.6231,77.0277,Dwarka Mor,West Delhi,10000,0.6986,9.3878,18.6847,18.9827,39,16.091,6.8024,0.3333,11.938,11151,Dwarka Mor
12268,850,Apartment,3,28.5987,77.0349,Sector 13,Dwarka,16000,0.2485,6.8758,17.2822,18.7896,72,15.881,6.7452,0.3529,10.799,5694,Other
12270,2700,Independent Floor,4,28.7022,77.139,Pitampura Vaishali,Other,100000,0.4925,17.1635,16.4335,10.4222,442,10.252,7.901,0.1481,11.128,11151,Other
12271,600,Independent House,2,28.4659,77.1295,Aya Nagar,Other,8000,1.6917,10.7959,13.5654,21.4324,442,19.822,6.3969,0.3333,11.871,861,Aya Nagar
12272,900,Independent Floor,2,28.5639,77.243,Lajpat Nagar,Delhi South,30000,0.5775,15.5288,3.4642,8.8978,51,7.833,6.8024,0.2222,7.117,11151,Lajpat Nagar
12274,1250,Apartment,2,28.6058,77.0407,Sector 3 Dwarka,Dwarka,22000,1.1936,7.0945,16.9057,18.0442,72,15.228,7.1309,0.16,10.809,5694,Sector 3 Dwarka
12276,800,Independent Floor,1,28.5813,77.242,Jangpura Extension,Other,65000,0.3211,15.663,3.7023,7.0135,442,5.975,6.6846,0.125,6.675,11151,Jangpura Extension
12277,1800,Independent Floor,3,28.6479,77.1642,Ranjeet Nagar,Delhi Central,38000,0.5855,12.9091,9.9399,5.5676,55,4.819,7.4955,0.1667,7.251,11151,Ranjeet Nagar
12278,1900,Independent Floor,3,28.6548,77.1329,Bali Nagar,Delhi Central,45000,0.2451,12.0363,12.1948,8.7073,55,7.58,7.5496,0.1579,8.296,11151,Bali Nagar
12279,900,Independent Floor,2,28.7031,77.1507,Pitampura,North Delhi,20000,0.8205,17.6486,16.1023,9.6548,17,9.732,6.8024,0.2222,11.057,11151,Pitampura
12280,720,Independent Floor,2,28.7072,77.1176,Sector-7 Rohini,Other,20000,0.8127,17.1855,17.882,12.4207,442,11.899,6.5793,0.2778,12.075,11151,Sector-7 Rohini
12281,1680,Independent Floor,3,28.4988,77.1842,Chattarpur,Delhi South,26000,1.2445,11.5511,7.8856,16.2314,51,14.983,7.4265,0.1786,9.228,11151,Chattarpur
12282,1800,Apartment,3,28.6653,77.1502,Karampura,Delhi Central,11000,0.7983,13.815,12.2771,7.3678,55,6.781,7.4955,0.1667,8.565,5694,Karampura
12283,900,Apartment,2,28.5772,77.0471,Sector 19 Dwarka,Dwarka,18000,1.051,4.4281,15.7602,18.4162,72,15.62,6.8024,0.2222,9.914,5694,Sector 19 Dwarka
12285,300,Apartment,1,28.5604,77.2426,Lajpat Nagar,Delhi South,10500,0.5644,15.4687,3.4831,9.2653,51,8.197,5.7038,0.3333,7.195,5694,Lajpat Nagar
12286,1900,Apartment,4,28.5896,77.0501,Sector 11 Dwarka,Dwarka,38000,0.3532,5.1261,15.6357,17.6558,72,14.906,7.5496,0.2105,9.693,5694,Sector 11 Dwarka
12287,400,Independent Floor,1,28.708,77.169,Shalimar Bagh,Delhi North,17500,0.8179,18.8612,16.0908,8.9132,8,9.405,5.9915,0.25,11.171,11151,Shalimar Bagh
12288,900,Apartment,3,28.6353,77.225,laxmi nagar,Other,14000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.8024,0.3333,6.372,5694,laxmi nagar
12289,225,Independent Floor,1,28.6357,77.27,laxmi nagar,Other,6500,0.8795,20.2149,9.7527,4.8641,442,4.552,5.4161,0.4444,8.928,11151,laxmi nagar
12290,250,Independent Floor,1,28.6445,77.165,Patel Nagar,Delhi Central,14000,0.4214,12.6656,9.575,5.4572,55,4.629,5.5215,0.4,7.03,11151,Patel Nagar
12291,950,Apartment,2,28.6295,77.3123,i p extension patparganj,Delhi Central,18000,0.3505,23.7562,12.3604,9.0615,55,8.132,6.8565,0.2105,11.382,5694,i p extension patparganj
12292,600,Independent Floor,1,28.6267,77.1108,Hari Nagar,West Delhi,14000,1.6255,8.3576,11.5798,10.8773,39,9.02,6.3969,0.1667,8.11,11151,Hari Nagar
12293,1700,Apartment,3,28.6054,77.0401,Sector 3 Dwarka,Dwarka,31000,1.1166,7.0944,16.9535,18.1152,72,15.29,7.4384,0.1765,10.82,5694,Sector 3 Dwarka
12294,400,Apartment,1,28.5148,77.1649,SectorA Pocket BC,Other,11000,1.3456,9.0186,7.1327,15.0823,442,13.677,5.9915,0.25,8.145,5694,Other
12295,850,Independent Floor,2,28.5,77.1925,Maidan Garhi,Delhi South,15500,1.5545,12.1875,7.5628,15.948,51,14.744,6.7452,0.2353,9.313,11151,Maidan Garhi
12296,2800,Independent Floor,4,28.5495,77.2394,Greater Kailash,Delhi South,90000,0.691,15.1574,3.6455,10.382,51,9.305,7.9374,0.1429,7.469,11151,Greater Kailash
12297,1800,Independent Floor,2,28.5716,77.0728,Sector 8 Dwarka,Dwarka,30000,0.794,2.1897,13.2226,16.421,72,13.923,7.4955,0.1111,8.157,11151,Sector 8 Dwarka
12298,850,Apartment,3,28.591,77.3092,New Ashok Nagar,Delhi East,18000,0.7221,22.3273,10.2734,10.315,49,9.053,6.7452,0.3529,10.909,5694,New Ashok Nagar
12299,765,Apartment,1,28.6467,77.1678,Patel Nagar,Delhi Central,8500,0.2265,13.0237,9.6704,5.1975,55,4.482,6.6399,0.1307,7.03,5694,Patel Nagar
12301,900,Independent Floor,2,28.5122,77.1999,Sainik Farms,Delhi South,25000,0.9299,12.2292,6.111,14.4998,51,13.323,6.8024,0.2222,8.442,11151,Sainik Farms
12304,165,Apartment,1,28.6009,77.2863,mayur vihar phase 1,Delhi East,13500,0.5214,20.3717,8.5532,7.8488,49,6.822,5.1059,0.6061,9.324,5694,mayur vihar phase 1
12306,900,Independent Floor,2,28.4963,77.1819,Chattarpur,Delhi South,20000,1.3299,11.5255,8.223,16.558,51,15.299,6.8024,0.2222,9.409,11151,Chattarpur
12307,780,Independent Floor,2,28.6483,77.1762,Patel Nagar,Delhi Central,35000,0.6973,13.6834,9.5367,4.4104,55,3.913,6.6593,0.2564,7.082,11151,Patel Nagar
12308,1800,Independent Floor,3,28.5583,77.2568,East of Kailash,Delhi South,80000,0.7279,16.8452,4.886,9.8978,51,8.814,7.4955,0.1667,8.089,11151,East of Kailash
12309,700,Independent Floor,1,28.5755,77.242,Lajpat Nagar,Delhi South,18000,0.7639,15.5573,3.4758,7.6235,51,6.574,6.5511,0.1429,6.855,11151,Lajpat Nagar
12312,500,Independent Floor,2,28.5892,77.3026,New Ashok Nagar,Delhi East,12000,0.0996,21.6599,9.6009,9.9031,49,8.684,6.2146,0.4,10.316,11151,New Ashok Nagar
12313,1125,Independent Floor,2,28.5352,77.2111,Malviya Nagar,Delhi South,30000,1.036,12.5624,3.5229,11.84,51,10.699,7.0255,0.1778,7.24,11151,Malviya Nagar
12315,1500,Independent Floor,3,28.5602,77.2134,Gautam Nagar,Delhi South,40000,0.6916,12.6107,0.9165,9.0569,51,7.915,7.3132,0.2,5.819,11151,Gautam Nagar
12316,780,Independent Floor,1,28.6548,77.171,Patel Nagar,Delhi Central,21840,1.0957,13.9242,10.3925,5.0742,55,4.67,6.6593,0.1282,7.622,11151,Patel Nagar
12317,1700,Apartment,3,28.6005,77.0589,Sector 5 Dwarka,Dwarka,32000,1.8094,5.6527,15.0397,16.4696,72,13.848,7.4384,0.1765,9.743,5694,Sector 5 Dwarka
12318,730,Independent Floor,2,28.6484,77.1107,Tagore Garden Extension,West Delhi,20000,0.5621,10.6662,13.1083,10.782,39,9.204,6.593,0.274,8.78,11151,Tagore Garden Extension
12319,750,Apartment,2,28.5156,77.2015,Sainik Farms,Delhi South,22000,0.5543,12.2321,5.7098,14.0965,51,12.925,6.6201,0.2667,8.148,5694,Sainik Farms
12320,480,Independent Floor,1,28.7081,77.118,Sector-7 Rohini,Other,12000,0.7781,17.2837,17.9465,12.4478,442,11.944,6.1738,0.2083,12.114,11151,Sector-7 Rohini
12323,2000,Apartment,4,28.5813,77.0716,Sector 7 Dwarka,Dwarka,30000,0.9884,3.1911,13.4239,16.0494,72,13.538,7.6009,0.2,8.413,5694,Sector 7 Dwarka
12324,900,Apartment,2,28.6733,77.0949,Paschim Vihar,West Delhi,19000,0.7424,13.1628,16.162,12.791,39,11.349,6.8024,0.2222,10.715,5694,Paschim Vihar
12327,1250,Apartment,2,28.596,77.0484,Sector 12 Dwarka,Dwarka,23000,0.859,5.7775,15.9273,17.5953,72,14.839,7.1309,0.16,10.04,5694,Sector 12 Dwarka
12328,455,Independent Floor,1,28.5992,77.2961,Mayur Vihar,Delhi East,10000,0.5772,21.2618,9.3542,8.7518,49,7.644,6.1203,0.2198,9.986,11151,Mayur Vihar
12329,280,Apartment,1,28.5946,77.3105,New Ashok Nagar,Delhi East,5000,1.067,22.5236,10.5023,10.2142,49,8.962,5.6348,0.3571,11.077,5694,New Ashok Nagar
12330,590,Independent Floor,2,28.5928,77.3052,New Ashok Nagar,Delhi East,12000,0.5554,21.9787,9.951,9.8786,49,8.659,6.3801,0.339,10.591,11151,New Ashok Nagar
12331,1000,Independent Floor,1,28.619,77.0567,Uttam Nagar,West Delhi,12000,0.3144,7.6188,15.8753,16.2355,39,13.673,6.9078,0.1,10.011,11151,Uttam Nagar
12332,220,Independent Floor,1,28.6445,77.165,Patel Nagar,Delhi Central,9000,0.4214,12.6656,9.575,5.4572,55,4.629,5.3936,0.4545,7.03,11151,Patel Nagar
12333,580,Apartment,2,28.6305,77.2774,laxmi nagar near metro station,Delhi East,12500,0.2486,20.6287,9.8011,5.6795,49,5.159,6.363,0.3448,9.089,5694,laxmi nagar near metro station
12334,900,Apartment,3,28.5151,77.2029,Sainik Farms,Delhi South,19000,0.6505,12.3831,5.7537,14.1357,51,12.971,6.8024,0.3333,8.231,5694,Sainik Farms
12335,1197,Independent Floor,3,28.6984,77.1407,Pitampura,North Delhi,30000,0.0428,16.8204,15.9838,10.028,17,9.839,7.0876,0.2506,10.719,11151,Pitampura
12336,950,Independent Floor,3,28.6387,77.1027,Ashok Nagar,West Delhi,65000,0.2898,9.4562,13.0087,11.5466,39,9.727,6.8565,0.3158,8.575,11151,Ashok Nagar
12338,600,Apartment,1,28.5876,77.0738,Sector 7 Dwarka,Dwarka,16000,0.8403,3.7754,13.3141,15.573,72,13.092,6.3969,0.1667,8.376,5694,Sector 7 Dwarka
12339,1600,Apartment,2,28.6037,77.0414,Sector 3 Dwarka,Dwarka,20000,1.0851,6.8706,16.7849,18.034,72,15.218,7.3778,0.125,10.694,5694,Sector 3 Dwarka
12341,2200,Apartment,3,28.7127,77.1629,Shalimar Bagh,Delhi North,40000,0.8686,19.0929,16.7533,9.6903,8,10.111,7.6962,0.1364,11.601,5694,Shalimar Bagh
12342,450,Independent Floor,1,28.6517,77.1653,West Patel Nagar,Delhi Central,16000,0.7462,13.3122,10.2825,5.5331,55,4.914,6.1092,0.2222,7.468,11151,West Patel Nagar
12343,900,Independent Floor,2,28.5738,77.2423,Block E Lajpat Nagar I,Other,35000,0.6696,15.5648,3.4614,7.8204,442,6.768,6.8024,0.2222,6.879,11151,Other
12344,745,Independent Floor,1,28.6443,77.189,Karol Bagh,North Delhi,9000,0.0608,14.2193,8.7732,3.1135,17,2.748,6.6134,0.1342,6.542,11151,Karol Bagh
12346,1500,Independent Floor,3,28.6656,77.1062,Paschim Vihar,West Delhi,29000,1.4275,12.4471,14.7828,11.5055,39,10.128,7.3132,0.2,10.041,11151,Paschim Vihar
12348,1700,Apartment,3,28.6,77.0464,Sector 4 Dwarka,Dwarka,30000,1.0189,6.2452,16.2117,17.6614,72,14.893,7.4384,0.1765,10.284,5694,Sector 4 Dwarka
12349,745,Independent Floor,1,28.6518,77.1645,Patel Nagar,Delhi Central,14000,0.6689,13.2783,10.3268,5.6112,55,4.98,6.6134,0.1342,7.471,11151,Patel Nagar
12350,350,Independent Floor,1,28.6442,77.1694,Patel Nagar,Delhi Central,11000,0.0921,12.9108,9.3615,5.024,55,4.262,5.8579,0.2857,6.847,11151,Patel Nagar
12351,600,Apartment,2,28.6123,77.2901,mayur vihar phase 1,Delhi East,11000,0.8389,21.0805,9.4963,7.5311,49,6.596,6.3969,0.3333,9.737,5694,mayur vihar phase 1
12352,980,Apartment,3,28.6419,77.2843,East Guru Angad Nagar,Other,18000,0.6502,21.7811,11.1908,6.2216,442,5.864,6.8876,0.3061,9.961,5694,Other
12353,1101,Apartment,3,28.6295,77.3241,Delhi Meerut Expressway,Other,23000,1.4074,24.8328,13.3214,10.1985,442,9.13,7.004,0.2725,12.44,5694,Delhi Meerut Expressway
12354,220,Apartment,1,28.6448,77.1657,Patel Nagar,Delhi Central,8000,0.3448,12.7362,9.5713,5.3854,55,4.578,5.3936,0.4545,7.009,5694,Patel Nagar
12355,450,Apartment,1,28.6388,77.0869,Tilak Nagar,Delhi Central,12000,0.6657,9.3063,14.2615,13.0817,55,11.059,6.1092,0.2222,9.329,5694,Tilak Nagar
12356,900,Independent Floor,2,28.5342,77.2094,Malviya Nagar,Delhi South,28000,0.8609,12.4238,3.6196,11.9612,51,10.814,6.8024,0.2222,7.216,11151,Malviya Nagar
12357,800,Independent Floor,2,28.4939,77.1853,Chattarpur,Delhi South,13000,1.7342,11.9498,8.3802,16.7424,51,15.505,6.6846,0.25,9.702,11151,Chattarpur
12358,1200,Apartment,2,28.6767,77.108,Paschim Vihar,West Delhi,18000,0.4225,13.6908,15.603,11.68,39,10.514,7.0901,0.1667,10.349,5694,Paschim Vihar
12359,1700,Apartment,4,28.5246,77.1491,Vasant Kunj,Delhi South,55000,3.0486,7.1496,7.4115,14.7492,51,13.186,7.4384,0.2353,8.09,5694,Vasant Kunj
12360,850,Independent Floor,2,28.4986,77.1952,Maidan Garhi,Delhi South,16000,1.8084,12.4909,7.6703,16.0599,51,14.87,6.7452,0.2353,9.507,11151,Maidan Garhi
12362,1100,Independent Floor,2,28.5375,77.2119,Sheikh Sarai,Delhi Central,23500,0.8758,12.6019,3.2751,11.5763,55,10.438,7.0031,0.1818,7.082,11151,Sheikh Sarai
12363,1250,Independent Floor,2,28.5221,77.2102,Saket,Delhi South,42000,0.9733,12.807,4.9664,13.2956,51,12.157,7.1309,0.16,8.011,11151,Saket
12364,1240,Apartment,3,28.5308,77.2168,Khirki Extension,Other,35000,1.3204,13.2034,4.0905,12.295,442,11.176,7.1229,0.2419,7.727,5694,Khirki Extension
12365,1800,Apartment,3,28.5613,77.0573,Sector 22 Dwarka,Dwarka,30000,1.014,2.7657,14.7352,18.2972,72,15.629,7.4955,0.1667,9.203,5694,Sector 22 Dwarka
12366,380,Independent Floor,1,28.6041,77.2896,mayur vihar phase 1,Delhi East,7500,0.0743,20.7749,9.0022,7.9201,49,6.901,5.9402,0.2632,9.443,11151,mayur vihar phase 1
